NATURES OF CRIMES,CASE NUMBERS,"DATE/TIMEREPORTED","DATE/TIMEOCCURRED"
Lost Property,15-1482,11-18-15/1525,11-18-15/1515,Service Center
Found Property,15-1483,11-18-15/1527,11-17-15/2300,Service Center
Found Property,15-1484,11-18-15/1529,11-17-15/2300,Service Center
Sick Person,15-1485,11-18-15/1602,11-18-15/1600,Pharmacy Building
Theft 2,15-1486,11-18-15/1702,11-18-15/1702,Greene Stadium
Unlawful Entry,15-1487,11-18-15/2248,11-18-15/2245,Plaza Towers
Theft 1,15-1488,11-18-15/2149,11-18-15/2149,College Hall South
Fire Alarm Activation,15-1489,11-19-15/1520,11-19-15/1520,College Hall South
Sick Person,15-1490,11-19-15/1700,11-19-15/1700,Slowe Hall
Fire Alarm Activation,15-1491,11-19-15/1720,11-19-15/1704,HURB 1
Hazardous Elevator,15-1492,11-19-15/1905,11-19-15/1904,Howard Plaza Towers
Damaged Property/Vehicle Accident,15-1493,11-19-15/2339,11-19-15/2329,Bethune Hall Annex
Sick Transport,15-1494,11-20-15/0126,11-20-15/0126,Bethune Hall Annex
Sick Person,15-1495,11-20-15/0231,11-20-15/0230,HU Hospital
Sick Person,15-1496,11-20-15/0339,11-20-15/0339,HU Hospital
Sick Person,15-1497,11-20-15/0552,11-20-15/0552,HU Hospital
Lost Property,15-1498,11-20-15/1209,11-20-15/1140,Mudd Building
Burglary 2,15-1499,11-20-15/1330,11-20-15/0218,College Hall South
PWID,15-1500,11-20-15/2219,11-20-15/2219,Quadrangle Hall
Vandalism,15-1501,11-21-15/1545,11-21-15/1514,Slowe Hall
Hazardous Water Leak,15-1502,11-21-15/1725,11-21-15/1720,Annex 1
Credit Card Fraud,15-1503,11-21-15/1855,11-21-15/1828,College Hall North
Robbery force and Violence,15-1504,11-21-15/1928,11-21-15/1925,Off Campus
Sick Person,15-1505,11-21-15/2215,11-21-15/2208,Quadrangle Hall
Sick Person,15-1506,11-21-15/2220,11-21-15/2217,Biology Building
Sick Person,15-1507,11-21-15/2330,11-21-15/2322,Quadrangle Hall
NO Report,15-1508,11-22-15/,11-22-15/,
Lost Property,15-1509,11-22-15/2005,11-22-15/2005,Bethune Hall Annex
Armed Robbery,15-1510,11-22-15/2220,11-22-15/2203,Drew Hall
Sick Transport,15-1511,11-23-15/0138,11-23-15/0138,Howard Plaza Towers
Miscellaneous,15-1512,11-23-15/1042,11-23-15/1042,Howard Center
Vandalism,15-1513,11-23-15/1058,11-23-15/1040,Childers Lot
Miscellaneous,15-1514,11-23-15/1021,11-23-15/1002,Main Gate
Lost Property,15-1515,11-23-15/1223,11-23-15/1223,College Hall South
Simple Assault,15-1516,11-22-15/2303,11-22-15/2254,Off Campus
Sick Person,15-1517,11-24-15/0005,11-24-15/0005,HU Hospital
Sick Person,15-1518,11-24-15/0130,11-24-15/0130,HU Hospital
Fire Alarm Activation,15-1519,11-24-15/0123,11-24-15/0122,Cook Hall
Hazardous Water Leak,15-1520,11-24-15/0420,11-24-15/0420,Annex 1
Vehicle Accident,15-1521,11-24-15/1125,11-24-15/1125,HU Hospital
Simple Assault,15-1522,11-24-15/1620,11-24-15/1609,Off Campus
Destruction Of Property,15-1523,11-24-15/2152,11-24-15/2135,Childers Lot
Theft from Auto,15-1524,11-24-15/2110,11-24-15/2100,Greene Stadium
Unlawful Entry,15-1525,11-24-15/2112,11-24-15/2112,Bethune Hall Annex
Hazardous Water Leak,15-1526,11-24-15/2230,11-24-15/2205,Adams Building
Simple Assault/Domestic Violence,15-1527,11-25-15/0905,11-25-15/0903,Plaza Towers
Hazardous Water Leak,15-1528,11-24-15/0950,11-24-15/0941,Howard Center
Miscellaneous,15-1529,11-25-15/1140,11-25-15/1130,Annex 1
Damaged Property,15-1530,11-25-15/1419,11-25-15/1415,Greene Stadium
Theft 2,15-1531,11-25-15/1632,11-25-15/1630,Bookstore
Simple Assault,15-1532,11-25-15/2313,11-25-15/2310,Wonder Plaza
Unlawful Entry,15-1533,11-26-15/0724,11-26-15/0722,Bethune Hall Annex
Hazardous Water Leak,15-1534,11-26-15/2122,11-26-15/2120,C.B. Powell Building
Sick Person,15-1535,11-27-15/0405,11-27-15/0404,Bethune Hall Annex
Injured Person,15-1536,11-27-15/0730,11-27-15/0726,Banneker South Parking Lot
Lost Property,15-1537,11-28-15/2231,11-28-15/2227,Quadrangle Hall
Harassment,15-1538,11-29-15/0802,11-29-15/0722,Plaza Towers
Fire Alarm Activation,15-1539,11-29-15/2235,11-29-15/2234,Slowe Hall
Lost Property,15-1540,11-30-15/1032,11-30-15/1022,Service Center
Vehicle Accident,15-1541,11-30-15/1120,11-30-15/1115,7th & T Street NW
Theft From Auto,15-1542,11-30-15/1605,11-30-15/1506,Fine Arts Building
Theft from Auto,15-1543,11-30-15/2132,11-30-15/2035,Greene Stadium
Sick Person,15-1544,12-01-15/0059,12-01-15/0056,Plaza Towers
Sick Transport,15-1545,12-01-15/0810,12-01-15/0709,Plaza Towers
Vehicle Accident,15-1546,12-01-15/1423,12-01-15/1423,Upper Campus
Hazardous Elevator,15-1547,12-01-15/1716,12-01-15/1715,Plaza Towers
Damaged Property,15-1548,12-01-15/1843,12-01-15/1650,Howard Place NW
Suspicious Odor,15-1549,12-01-15/1830,12-01-15/1826,College Hall South
Damaged Property,15-1550,12-01-15/1949,12-01-15/1615,Law School
Miscellanceous,15-1551,12-01-15/2145,12-01-15/2123,Howard Plaza Towers
Sick Person,15-1552,12-01-15/2349,12-01-15/2349,HU Hospital
Hazardous Elevator,15-1553,12-02-15/0555,12-02-15/0552,Annex 1
Sick Person,15-1554,12-02-15/0621,12-02-15/0621,Howard Center
Fire Alarm Activation,15-1555,12-02-15/1025,12-02-15/1024,Annex 1
Sick Person,15-1556,12-02-15/1130,12-02-15/1129,Plaza Towers
Fire Alarm Activation,15-1557,12-02-15/1418,12-02-15/1418,Plaza Towers
Theft 1,15-1558,12-02-15/1719,12-02-15/1719,Howard Center
NO Report,15-1559,12-02-15/,12-02-15/,
Lost Property,15-1560,12-02-15/2129,12-02-15/1917,West Campus
Sick Person,15-1561,12-03-15/0041,12-03-15/0033,HU Hospital
Sick Person,15-1562,12-03-15/0202,12-03-15/0200,HU Hospital
Sick Person,15-1563,12-03-15/0247,12-03-15/0246,HU Hospital
Injured Person,15-1564,12-03-15/1240,12-03-15/1231,Blackburn Center
Hazardous Odor,15-1565,12-03-15/1254,12-03-15/1254,Dental School
Hazardous Elevator,15-1566,12-03-15/2141,12-03-15/2141,Plaza Towers
Sick Person,15-1567,12-03-15/2303,12-03-15/2302,Quadrangle Hall
Sick Person,15-1568,12-04-15/0047,12-04-15/0030,HU Hospital
NO Report,15-1569,12-04-15/,12-04-15/,
Miscellaneous,15-1570,12-04-15/1432,12-04-15/1425,College Hall South
Fire,15-1571,12-04-15/1628,12-04-15/1628,2711 Ga. Ave. NW/Glass Manor Apt.
Miscellanceous,15-1572,12-04-15/1750,12-04-15/1502,Plaza Towers
Theft 2,15-1573,12-04-15/1838,12-04-15/1821,Blackburn Center
Lost Property,15-1574,12-04-15/1619,12-04-15/1619,Blackburn Center
Sick Person,15-1575,12-05-15/0257,12-05-15/0245,HU Hospital
Sick Person,15-1576,12-05-15/0313,12-05-15/0306,HU Hospital
NO Report,15-1577,12-05-15/,12-05-15/,
Theft 1,15-1578,12-05-15/1657,12-05-15/1623,Founder Library
NO Report,15-1579,12-06-15/,12-06-15/,
Miscellaneous,15-1580,12-06-15/1643,12-06-15/1553,Off Campus
Student Misconduct,15-1581,12-06-15/2055,12-06-15/1918,Plaza Towers
Sick Person,15-1582,12-07-15/0300,12-07-15/0249,HU Hospital
Sick Person,15-1583,12-07-15/0532,12-07-15/0530,Service Center
Damaged Property,15-1584,12-07-15/0922,12-07-15/0921,Howard Manor
Sick Transport,15-1585,12-07-15/0859,12-07-15/0859,Student  Health Clinic
Fire Alarm Activation,15-1586,12-07-15/1247,12-07-15/1247,Cook Hall
Sick Person,15-1587,12-07-15/1553,12-07-15/1550,Quadrangle Hall
Miscellaneous,15-1588,12-07-15/1653,12-07-15/1653,Cook Hall
Fire Alarm Activation,15-1589,12-08-15/0008,12-08-15/0005,Cook Hall
Sick Transport,15-1590,12-08-15/0238,12-08-15/0224,Plaza Towers
Miscellaneous,15-1591,12-08-15/1659,12-08-15/1658,Upper Campus
NO Report,15-1592,12-08-15/,12-09-15/,
Sexual Assault,15-1593,12-08-15/1130,12-08-15/1116,College Hall North
Possession of Marijuana,15-1594,12-09-15/1512,12-09-15/1400,College Hall South
Simple Assault,15-1595,12-09-15/1641,12-09-15/1641,Blackburn Center
Lost Property,15-1596,12-09-15/2245,12-09-15/2243,Howard Plaza Towers
Sick Person,15-1597,12-10-15/1115,12-10-15/1114,Engineering Building
NO Report,15-1598,12-10-15/,12-10-15/,
Theft 2,15-1599,12-10-15/1335,12-10-15/1335,College Hall South
Fire Alarm Activation,15-1600,12-10-15/1455,12-10-15/1455,College Hall South
Miscellaneous,15-1601,12-10-15/2112,12-10-15/2111,Upper Campus
Lost Property,15-1602,12-11-15/1545,12-11-15/1527,Plaza Towers
Theft from Auto,15-1603,12-11-15/1947,12-11-15/1848,Childers Lot
Lost Property,15-1604,12-11-15/2204,12-11-15/2145,Blackburn Center
Fire Alarm Activation,15-1605,12-11-15/2238,12-11-15/2238,College Hall South
Simple Assault/Domestic Violence,15-1606,12-12-15/1339,12-11-15/1300,Bethune Hall Annex
Sick Person,15-1607,12-13-15/1024,12-13-15/1024,Plaza Towers
Damaged Property,15-1608,12-14-15/1421,12-14-15/1418,Blackburn Center
Theft from Auto,15-1609,12-14-15/1941,12-14-15/1941,Plaza Towers
Miscellaneous,15-1610,12-14-15/2117,12-14-15/2107,Plaza Towers
Sick Person,15-1611,12-15-15/0005,12-15-15/0002,HU Hospital
Sick Person,15-1612,12-15-15/0307,12-15-15/0258,HU Hospital
Sick Person,15-1613,12-15-15/1310,12-15-15/1310,Founders Library
Aggravated Assault,15-1614,12-15-15/1719,12-09-15/2030,3rd and Elm Street NW
Lost Property,15-1615,12-16-15/0220,12-16-15/2300,Service Center
Damaged Property,15-1616,12-16-15/1219,12-16-15/1219,5th Street NW
Hazardous Odor,15-1617,12-16-15/1247,12-16-15/1247,Service Center
Injured Person,15-1618,12-16-15/1251,12-16-15/1215,Mudd Building
Sick Person,15-1619,12-17-15/0147,12-17-15/0043,HU Hospital
Found Property,15-1620,12-17-15/0917,12-17-15/0913,Student Health Clinic
Damaged Property,15-1621,12-17-15/1325,12-17-15/1100,Chemistry Building
Miscellaneous,15-1622,12-18-15/2308,12-18-15/2240,HURB-1
Fire Alarm Activation,15-1623,12-19-15/0103,12-19-15/0000,Mudd Building
Hazardous Elevator,15-1624,12-19-15/1711,12-19-15/1529,Engineering Building
Damaged Property,15-1625,12-20-15/2221,12-20-15/1930,Service Center
Found Property,15-1626,12-21-15/1239,12-21-15/1239,Enterprise Tec. Service
Fire Alarm Activation,15-1627,12-23-15/1448,12-23-15/1448,Enterprise Tec. Service
Hazardous Water Leak,15-1628,12-23-15/2006,12-23-15/1836,Chemistry Building
Hazardous Water Leak,15-1629,12-23-15/1940,12-23-15/1822,C.B. Powell Building
Hazardous Water Leak,15-1630,12-25-15/0046,12-25-15/0045,Slowe Hall
Recovered  Property,15-1631,12-25-15/0401,12-25-15/0245,Bethune Hall Annex
Miscellaneous,15-1632,12-25-15/0401,12-25-15/0345,College Hall South
Sick Person,15-1633,12-27-15/0058,12-27-15/0056,HU Hospital
Hazardous Water Leak,15-1634,12-27-15/1339,12-27-15/1327,Adams Parking Lot
Injured Person,15-1635,12-28-15/0017,12-28-15/0018,Wonder Plaza
Hazardous Water Leak,15-1636,12-28-15/1910,12-28-15/1910-,Cook Hall
Sick Person,15-1637,12-29-15/0155,12-29-15/0055,HU Hospital
Fire Alarm Activation,15-1638,12-31-15/0105,12-31-15/0059,Wonder Plaza
