NATURES OF CRIMES,CASE NUMBERS,DATE/TIME REPORTED,DATE/TIME OCCURRED
Sick Person,18-1308,10/2/18 2:57pm,10/2/18 2:57pm,Miner Building
Theft II,18-1309,10/2/18 3:59pm,10/2/18 2:30pm,Administration Building
lost Property,18-1310,10/2/18 4:22pm,10/2/18 4:22pm,Off Campus
Student Misconduct,18-1311,10/2/18 8:11pm,10/2/18 8:11pm,C B Powell
Student Misconduct,18-1312,10/2/18 9:28pm,10/2/18 9:28pm,Howard Plaza Towers West
Sick Person,18-1313,10/2/18 9:44pm,10/2/18 9:44pm,Social Work
Damaged Property,18-1314,10/3/18 10:47am,9/25/18 12:00pm,Social Work
Harassment,18-1315,10/3/18 4:35pm,10/3/18 4:35pm,Off Campus
Fire Alarm Activation,18-1316,10/3/2018 5:37pm,10/3/2018 5:37pm,Howard Plaza Towers East
Found Property,18-1317,10/3/18 9:50pm,10/3/18 7:00pm,Bethune Annex
Found Property,18-1318,10/3/18 2:29pm,10/3/18 2;15pm,Cramton Auditorium
Hazardous Elevator,18-1319,10/3/18 10:58pm,10/3/18 10:58pm,HU Hospital
Theft II,18-1320,10/4/18 12:49am,10/4/18 12:49am,Cook Hall
Suspicious Odor,18-1321,10/4/18 12:20pm,10/4/18 12:20pm,Bethune Annex
Lost Property,18-1322,10/4/18 1:45pm,10/4/18 11:25am,Stokes Library
Found Property,18-1323,10/4/18 3:12pm,10/4/18 3:12pm,HU Hospital
Damaged Property,18-1324,10/5/18 2:47am,10/5/18 2:47am,Pharmacy
Found Property,18-1325,10/5/18 10:51am,10/5/18 10:51am,Administration Building
Theft II,18-1326,10/5/18 11:10am,10/4/18 10:49pm,Blackburn Center
Suspicious Odor,18-1327,10/5/18 3:14pm,10/5/18 3:14pm,Cook Hall
Fire Alarm Activation,18-1328,10/5/18 3:57pm,10/5/18 3:57pm,College Hall South
Fraud,18-1329,10/5/18 4:10pm,9/24/18 12:00pm,I Lab
Miscellaneous,18-1330,10/5/18 9:06pm,10/5/18 5:45pm,On Campus
Loud Noise,18-1331,10/6/18 12:03am,10/6/18 12:03am,Off Campus
Lost Property,18-1332,10/6/18 7:52am,10/5/18 5:45pm,Off Campus
Fire Alarm Activation,18-1333,10/6/18 4:20pm,10/6/18 4:20pm,College Hall South
Fire Alarm Activation,18-1334,10:7/18 1:17am,10:7/18 1:17am,College Hall South
Fire Alarm Activation,18-1335,10:7/18 5:11pm,10:7/18 5:11pm,Mudd Building
Destruction of Property,18-1336,10:7/18 6:03pm,10:7/18 6:03pm,University Warehouse
Hazardous Elevator,18-1337,10:7/18 7:32pm,10:7/18 7:32pm,Bethune Annex
Miscellaneous,18-1338,10:7/18 10:09pm,10:7/18 10:09pm,Blackburn Center
Threats,18-1339,10:8/18 12:02am,10:8/18 12:02am,Howard Plaza Towers East
Fire Alarm Activation,18-1340,10:8/18 2:47am,10:8/18 2:47am,Mudd Building
Fire Alarm Activation,18-1341,10/8/2018  7:30am,10/08/18 07:50am,Mudd Building
Sick Person,18-1342,10/8/18 11:55am,10/8/18 12:03pm,Biology Building
Theft 2,18-1343,10/8/18 2:20pm,10/8/18 2:22pm,Locke Hall
Theft 1,18-1344,10/8/18 5:28pm,10/8/18 5:28pm,Plaza Towers
Founders Library,18-1345,10/9/18 11:01am,10/9/18 11:01am,Administration Building
Injured Person,18-1346,10/9/18 3:45pm,10/9/18 3:58pm,HU Hospital
No Report,18-1347,,,
Threats,18-1348,10/9/18 10:57pm,10/9/18 10:57pm,College Hall South
Injured Person,18-1349,10/10/18 4:34am,10/10/18 4:34am,Administration Building
Vehicle Accident,18-1350,10/10/18 11:39am,10/10/18 11:39am,Upper Campus
lost Property,18-1351,10/10/18 2:23pm,10/10/18 2:24pm,Business District
Injured Person,18-1352,10/10/18 7:35pm,10/10/18 7:41pm,4th & College St. NE
Student Misconduct,18-1353,10/10/18 9:23pm,10/10/2018  9:31pm,Founders Library
Hazardous Elevator,18-1354,10/11/18 10:09am,10/11/18 10:09am,Stokes Library
Damaged Property,18-1355,10/11/18 10:37am,10/11/18 10:30am,West Campus
Theft 2,18-1356,10/11/18 11:15am,10/11/18 11:15am,Blackburn Center
Theft from Auto,18-1357,10/11/18 12:12pm,10/11/18 9:40am,500 block of W St. NW
Threats,18-1358,10/11/18 1:30pm,10/11/18 12:45pm,Biology Building
Miscellaneous,18-1359,10/11/18 2:22pm,10/8/18 10:30pm,College Hall South
Miscellaneous,18-1360,10/11/18 2:06pm,10/11/18 2:10pm,Middle School
Theft from Auto,18-1361,10/11/18 5:19m,10/11/18 5:01pm,600 block of Gresham St.
Injured Person,18-1362,10/11/18 6:31pm,10/11/18 6:30pm,College Hall North
Theft from Auto,18-1363,10/11/18 8:50pm,10/11/18 8:45pm,Just Lot
Fire Alarm Activation,18-1364,10/12/18 11:43am,10/12/18 11:45am,Architecture & Planning
Injured Person,18-1365,10/12/18 10:39am,10/12/18 12:49pm,Architecture & Planning
Destruction of Property,18-1366,10/12/18 12:31pm,10/12/18 12:45pm,College of Denistry
Sick Person,18-1367,10/12/18 12:42pm,10/12/18 12:40pm,Blackburn Center
Injured Person,18-1368,10/12/18 5:57pm,10/12/18 6:45pm,Plaza Tower
Code Pink,18-1369,10/12/18 6:49pm,10/12/18 5 :45pm,HU Hospital
Theft from Auto,18-1370,10/12/18 8:54pm,10/12/18 8:54pm,Miner Lot
Theft from Auto,18-1371,10/12/18 10:30pm,10/12/18 10:30pm,Miner Lot
Student Misconduct,18-1372,10/13/18 12:03am,10/13/18 12:05am,CollegeHall South
Injured Person,18-1373,10/13/18 11:43am,10/13/18 11:35am,Burr Gym
Theft 2,18-1374,10/13/18 10:43pm,10/13/18 10:49pm,Plaza Tower
Found Property,18-1375,10/14/18 2:02pm,10/14/18 1:50pm,Plaza Tower
Miscellaneous,18-1376,10/14/18 5:51pm,10/14/18 5:10pm,UGL
Sick Person,18-1377,10/14/18 8:11pm,10/14/18 8:11pm,College Hall North
Found Property,18-1378,10/15/18 8:17am,10/15/18 8:52am,Plaza Tower
Theft 2,18-1379,10/15/18 9:53am,10/15/18 9:54am,Cook Hall
Verbal Dispute,18-1380,10/15/18 11:18am,10/15/18 11:15am,Medical Arts Building
Miscellaneous,18-1381,10/15/18 12:11pm,10/15/18 2:30pm,Service Center
Threats,18-1382,10/15/18 1:15pm,10/15/18 12:20pm,Mental Health Clinic
lost Property,18-1383,10/15/18 3:20pm,10/15/18 2:55pm,Blackburn Center
Injured Person,18-1384,10/16/18 5:22am,10/16/18 5:36am,Plaza Tower
Miscellaneous,18-1385,10/16/18 8:37am,10/16/18 8:45am,Plaza Tower
lost Property,18-1386,10/16/18 9:11am,10/16/18 8:32am,HU Hospital
Damaged Property,18-1387,10/16/18 10:05am,10/16/18 10:06am,WHUR
Harassment,18-1388,10/16/18 12:01pm,10/16/18 11:41am,HU Hospital
Theft 2,18-1389,10/16/18 12:36pm,10/16/18 12:36pm,Plaza Tower
Found Property,18-1390,10/16/18 2:36pm,10/16/18 2:25pm,HU Hospital
Fire Alarm Activation,18-1391,10/16/18 5:38pm,10/16/18 5:30pm,Plaza Tower
lost Property,18-1392,10/17/18 9:28am,10/17/18 7:38am,HU Hospital
Sexual Assault,18-1393,10/17/18 12:01am,10/16/18 10:30am,On Campus
Damaged Property,18-1394,10/17/18 2:14pm,10/17/18 2:40pm,6th & College St.
Carry a dangerous Weapon,18-1395,10/17/18 7:50pm,10/17/18 7:36pm,HU Hospital
No Report,18-1396,,,
Damaged Property,18-1397,10/18/18 2:18am,10/18/18 2:18am,Social Work
Injured Person,18-1398,10/18/18 4:30pm,10/18/18 4:12pm,HU Hospital
Vehicle Accident,18-1399,10/19/18 8:46am,10/19/18 09:03am,Childers Lot
Code Pink,18-1400,10/19/18 1:20pm,10/19/18 12:23pm,HU Hospital
Vehicle Accident,18-1401,10/19/18 2:36pm,10/19/18 2:50pm,Childers Lot
Miscellaneous,18-1402,10/19/19 5:37pm,10/19/18 5:37pm,C.B. Powell Building
Fire Alarm Activation,18-1403,10/21/18 12:24am,10/21/18 12:24am,College Hall  South
Fire Alarm Activation,18-1404,10/22/18 1:03am,10/22/18 1:03am,College Hall  South
Harassment,18-1405,10/22/18 12:37pm,10/22/18 12:37pm,Main Gate
Threats,18-1406,10/22/18 1:22pm`,10/22/18 12:55pm,Social Work
Robbery Force and Violence,18-1407,10/22/18 6:25pm,10/22/18 6:25pm,Lower Campus
Theft 1,18-1408,10/22/18 9:31pm,10/22/18 9:36pm,Plaza Towers
Fire Alarm Activation,18-1409,10/22/18 10:25pm,10/22/18 10:25pm,Plaza Towers
Sick Person,18-1410,10/22/18 11:20pm,10/22/18 11:34pm,Drew Hall
Student Misconduct,18-1411,10/23/18 12:38am,10/23/18 12:40am,Engineering Building
Armed Robery,18-1412,10/23/18 1:36am,10/23/18 1:41am,Off Campus
Fire Alarm Activation,18-1413,10/23/18 8:59am,10/23/18 8:59am,Stokes Library
Miscellaneous,18-1414,10/23/18 7:21am,10/23/18 7:21am,Fine Arts Building
Found Property,18-1415,10/23/18 9:27am,10/23/18 8:59am,Stokes Library
Theft from Auto,18-1416,10/23/18 11:42am,10/23/18 11:42am,Banneker Lot
Stalking,18-1417,10/23/18 3:10pm,10/23/18 2:42pm,College Hall  South
Miscellaneous,18-1418,10/23/18 2:36pm,10/23/18 2:37pm,Upper Campus
Theft from Auto,18-1419,10/23/18 9:58pm,10/23/18 9:48pm,500 block of Gresham St. NW
Theft from Auto,18-1420,10/24/2018 9:37am,10/24/18 9:37am,Childers Lot
Theft 2,18-1422,10/24/18 11:41am,10/24/18 11:41am,Locke Hall
Miscellaneous,18-1423,10/24/18 12:34pm,10/24/18 11:55am,HU Hospital
Damaged Property,18-1424,10/24/18 1:38am,10/24/18 1:10pm,Lower Campus
Damaged Property,18-1425,10/24/18 8:18pm,10/24/18 8:20pm,Childers Lot
Damaged Property,18-1426,10/24/18 9:32pm,10/24/18 9:32pm,520 W St. NW
Theft from Auto,18-1427,10/24/18 11:37pm,10/24/18  11:38pm,Drew Hall
Fire Alarm Activation,18-1428,10/25/18 12:13am,10/25/18 12:13am,Quadrangle Hall
Hazardous Elevator,18-1429,10/25/18 12:08pm,10/25/18 12:09pm,Burr Gymnasium
Damaged Property,18-1430,10/25/18 4:24pm,10/25/18 4:24pm,Cook Hall
Suspicious Odor,18-1431,10/25/18 7:26pm,10/25/18 7:26pm,Drew Hall
Injured Person,18-1432,10/25/18 9:10pm,10/25/18 9:10pm,Childers Lot
Theft 2,18-1433,10/26/18 2:33am,10/26/18 2:40am,Plaza Towers
Domestic Violence,18-1434,10/26/18 1:27pm,10/26/2018 1:27pm,College Hall  South
Disorderly Conduct,18-1435,10/26/18 2:58pm,10/26/18 1:00pm,Main Yard
Simple Assault,18-1436,10/26/18 4:07pm,10/26/18 4:10pm,Main Gate
Found Property,18-1437,10/26/18  4:06pm,10/26/18 4:06pm,4th St. Gate
Theft 2,18-1438,10/26/18  5:38pm,10/26/18 4:30pm,Service Center
Sick Person,18-1439,10/26/18 7:32pm,10/26/18 7:30pm,Upper Campus
Sick Person,18-1440,10/26/18 6:07pm,10/26/18 6:40pm,Social Work
No Report,18-1441,,,
Sick Person,18-1442,10/26/18  6:03pm,10/26/18 5:00pm,Blackburn Center
Sick Person,18-1443,10/26/18 4:49pm,10/26/18 4:49pm,Blackburn Center
Sick Transport,18-1444,10/27/18 12:56am,10/27/18 12:56am,College Hall South
Vehicle Accident,18-1445,10/27/18 7:49am,10/27/18 7:50am,4th & College St. NW
No Report,18-1446,,,
Fire Alarm Activation,18-1447,10/27/18 8:49am,10/27/18 8:50am,Pharmacy Building
Injured Person,18-1448,10/26/18 11:08pm,10/26/18 10:53pm,Burr Gym
Injured Person,18-1449,10/27/18 7:29pm,10/27/18 7:00pm,Mudd Building
APO,18-1450,10/27/18 7:47pm,10/27/18 6:30pm,Howard Center
Disorderly Conduct,18-1451,10/27/18 8:19pm,10/27/18 10:05pm,College Hall South
APO,18-1452,10/27/18 8:00pm,10/27/18 7:30pm,Lower Campus
Student Misconduct,18-1453,10/27/18 10:17pm,10/27/18  10:17pm,Plaza Towers
Sick Person,18-1454,10/28/18 1:35am,10/28/18 1:35am,College Hall North
Damaged Property,18-1455,10/28/18 2:24pm,10/28/2018 2:30pm,Banneker South Parking Lot
Miscellaneous,18-1456,10/28/18 6:15pm,10/28/18 10:38pm,Plaza Towers
Miscellaneous,18-1457,10/28/18 6:29pm,10/28/18 6:29pm,College Hall South
Fire Alarm Activation,18-1458,10/28/18 8:12pm,10/28/18 8:11pm,Plaza Towers
Sick Person,18-1459,10/28/18 9:13pm,10/28/18 9:13pm,Cramton Auditorium
lost Property,18-1460,10/28/18 10:17pm,10/28/18 10:17pm,Main Yard
Student Misconduct,18-1461,10/28/18  9:41pm,10/28/18 9:41pm,College Hall South
Found Property,18-1462,10/29/18  9:48am,10/29/18 9:48am,Admin. Bldg.
Sexual Assault,18-1463,10/29/18  1:00am,10/29/18 3:00am,College Hall South
Injured Person,18-1464,10/29/18 3:29pm,10/29/18 3:29pm,College Hall North
No Report,18-1465,,,
Miscellaneous,18-1466,10/29/18 7:42pm,10/29/18 7:42pm,Burr Gym
Found Property,18-1467,10/29/18 8:18pm,10/29/2018 8:15pm,Greene Stadium
No Report,18-1468,,,
Injured Person,18-1469,10/29/18 9:12pm,10/29/18 8:30pm,Childers Lot
Theft from Auto,18-1470,10/30/18 12:28am,10/30/18 12:36am,WHUR
Injured Person,18-1471,10/30/18 1:33am,10/30/18 1:33am,Bethune Annex
Damaged Property,18-1472,10/30/18 5:03pm,10/30/18 5:03pm,Simulatiom Center
lost Property,18-1473,10/30/18 7:41pm,10/30/18 7:41pm,Blackburn Center
"Found, Property",18-1474,10/31/18 5:23am,10/31/18 5:36am,Stokes Library
Threats,18-1475,10/31/18 2:20pm,10/31/18 12:45pm,HU Hospital
Harassment,18-1476,10/31/18 11:19pm,10/31/18 8:50pm,Plaza Towers
Miscellaneous,18-1477,11/01/18 1:57pm,11/01/18 2:18pm,College of Dentistry
lost Property,18-1478,11/01 18 9:48pm,11/01/18 9:55pm,Plaza Towers
Damaged Property,18-1479,11/02/18 11:24pm,11/02/18 11:50am,Howard Plaza Towers
Loud Noise,18-1480,11/03/18 12:23am,11/03/18 01:46am,629 Irving St. NW
Fire Alarm Activation,18-1481,11/03/18 1:58pm,11/03/18 1:45am,HU Hospital
Theft from Auto,18-1482,11/03/18 4:38pm,11/03/18 4:38pm,Mackey Lot
Found Property,18-1483,11/03/18 10:13pm,11/03/18 10:13pm,:Locke Hall
Student Misconduct,18-1484,11/04/18 8:49pm,11/04/18 8:49pm,College Hall South
Stolen Auto,18-1485,11/05/18 2:36am,11/05/18 2:30am,College Hall South
lost Property,18-1486,11/05/18 10:00am,11/05/18 9:58am,HU Hospital
Credit Card Fraud,18-1487,11/05/18 10:55am,11/05/18 10:55am,On Campus
Theft from Auto,18-1488,11/05/18 2:27pm,11/05/18 12:15pm,Burr Gym
Hazardous Elevator,18-1489,11/05/18 9:33pm,11/05/18 9:33pm,College Hall North
Theft 2,18-1490,11/06/18 8:59am,11/06/18 8:59am,Mental Health Clinic
Theft 1,18-1491,11/06/18 12:44pm,11/06/18 12:44pm,Bookstore
Miscellaneous,18-1492,11/06/18 3:27pm,11/06/18 1:18pm,HU Hospital
Theft 2,18-1493,11/06/18 5:36pm,11/06/18 5:46pm,Howard Plaza Towers
Suspicious Odor,18-1494,11/06/18 11:41pm,11/06/18 11:41pm,Bethune Annex
Destruction of Property,18-1495,11/07/18 11:22am,11/07/18 10:51am,Howard Hospital
Miscellaneous,18-1496,11/07/18 1:33pm,11/07/18 1:33pm,Middle School
Student Misconduct,18-1497,11/07/18 2:05pm,11/07/18 2:05pm,College Hall South
Theft 2,18-1498,11/07/18 3:30pm,11/07/18 3:56pm,Chemistry Building
Sick Person,18-1499,11/07/18 4:34pm,11/07/18 4:40pm,WHUR
Vehicle Accident,18-1500,11/07/18 4:02pm,11/07/18 4:02pm,Lower Campus
Vehicle Accident,18-1501,11/07/18 5:40pm,11/07/18 5:50pm,Service Center
Sick Person,18-1502,11/07/18 8:06pm,11/07/18 12:53pm,HU Hospital
Found Property,18-1503,11/08/18 12:24pm,11/08/18 11:50am,Main Gate
Domestic Violence,18-1504,11/08/18 6:52pm,11/08/18 6:52pm,College Hall South
Theft 2,18-1505,11/09/18 11:44am,11/09/18 11:15am,College Hall South
Sick Person,18-1506,11/09/18 1:07pm,11/09/18 1:07pm,Founders Library
Aggravate Assault/Domestic Violence,18-1507,11/09/18 7:14pm,11/09/18 7:14pm,College Hall South
Miscellaneous,18-1508,11/10/18 4:23am,11/10/18 3:31am,Howard Hospital
Fire Alarm Activation,18-1509,11/10/18 9:21am,11/10/18 9:20am,Cramton  Auditorium
Sexual Assault,18-1510,11/10/18 3:34pm,11/10/18 3:40pm,College Hall North
Injured Person,18-1511,11/10/18 8:08pm,11/10/18 10:15pm,Off Campus
Hazardous Water Leak,18-1512,11/11/18 1:24pm,11/11/18 1:00pm,Fine Arts Building
Sick Person,18-1513,11/11/18 4:58pm,11/11/18 4:57pm,Burr Gym
Miscellaneous,18-1514,11/11/18 8:17pm,11/11/18 8:14pm,College Hall North
Sick Person,18-1515,11/12/18 1:07am,11/12/18 12:56am,Cook Hall
Theft 2,18-1516,11/12/18 4:46pm,11/12/18 3:43pm,Howard Hospital
Fire Alarm Activation,18-1517,11/12/18 8:27pm,11/12/18 8:27pm,College Hall South
Student Misconduct,18-1518,11/12/18 8:49pm,11/12/18 8:49pm,College Hall South
Simple Assault/Student Misconduct,18-1519,11/12/18 9:49pm,11/12/18 9:49pm,College Hall South
Unlawful Entry/Suspicious Person,18-1520,11/13/18 02:02am,11/13/2018 2:05am,Howard Plaza Towers
Miscellaneous,18-1521,11/13/18 11:40am,11/13/18 11:40am,Bethune Annex
Destruction of Property,18-1522,11/13/18 12:03pm,11/13/18 11:25am,HU Hospital
Found Property,18-1523,11/13/18 11:54am,11/13/18 11:54am,Miner Building
Hazardous Odor,18-1524,11/13/18 2:41pm,11/13/18 2:41pm,International Affairs Lot
Theft from Auto,18-1525,11/13/18 2:47pm,11/13/18 2:47pm,School of Business
Damaged Property,18-1526,11/13/18 2:49pm,11/13/18 2:35pm,Fine Arts Building
Sick Person,18-1527,11/13/18 3:47pm,11/13/18 3:48pm,Blackburn Center
Sick Person,18-1528,11/13/18 4:16pm,11/13/18 4:16pm,Fine Arts Building
Damaged Property,18-1529,11/13/18 6:35pm,11/13/18 6:35pm,Miner Building
Harassment,18-1530,11/13/18 11:12pm,11/13/18 10:30pm,College Hall North
No Report,18-1531,,,
Student Misconduct,18-1532,11/14/18 9:32am,11/14/18 9:50am,Howard Plaza Towers
Injured Person,18-1533,11/14/18 10:36am,11/14/18 10:30am,Howard Plaza Towers
lost Property,18-1534,11/14/18 11:11am,11/14/18 10:45am,HU Hospital
Theft 2,18-1535,11/14/18 11:50am,11/14/18 12:15pm,Medical Arts
Unlawful Entry,18-1536,11/14/18 12:46PM,11/14/18 12:46PM,Blackburn Center
Credit Card Fraud,18-1537,11/14/18 3:34pm,11/14/18 2:55pm,Service Center
Found Property,18-1538,11/14/18 4:55pm,11/14/18 4:55pm,College Hall South
Theft 2,18-1539,11/15/18 1:52am,11/15/18 1:30am,Bethune Annex
Fire Alarm Activation,18-1540,11/15/18 12:25pm,11/15/18 12:25pm,College Hall South
Hazardous Odor,18-1541,11/15/18 12:44pm,11/15/18 12:40pm,Fine Arts Building
Threats to do bodily harm,18-1542,11/15/18 2:31pm,11/15/18 2:31pm,Howard Plaza
Sick Person,18-1543,11/15/18 4:47pm,11/15/18 4:47pm,Medical Arts
Damaged Property,18-1544,11/15/18 2:39pm,11/15/18 3:00pm,Annex 3
lost Property,18-1545,11/16/18 1:25pm,11/16/18 1:25pm,Howard Plaza
Vandalism Destruction of Property,18-1546,11/16/18 3:25pm,11/16/18 3:45pm,Howard Plaza
Harassment,18-1547,11/16/18 4:26pm,11/16/18 2:45pm,Service Center
Shoplifting,18-1548,11/16/18 4:44pm,11/16/18 4:44pm,Bookstore
Fire Alarm Activation,18-1549,11/16/18 5:35pm,11/16/18 5:35pm,College Hall North
Damaged Property,18-1550,11/16/18 7:03pm,11/16/18 7:03pm,Howard Plaza
Burglary 2,18-1551,11/17/18 12:14pm,11/17/18 12:14pm,Drew Hall
Fire Alarm Activation,18-1552,11/17/18 9:40pm,11/17/18 9:40pm,College Hall North
Fire Alarm Activation,18-1553,11/18/18 9:04am,11/18/18 9:04am,Bethune Annex
Simple Assault,18-1554,11/18/18 8:57pm,11/18/18 7:45pm,HU Hospital
No Report,18-1555,,,
Vehicle Accident,18-1556,11/19/18 11:16am,11/19/18 11:17am,Plaza Towers
Health & Welfare Check,18-1557,11/19/18 6:03pm,11/19/18 4:30pm,Off Campus
Theft from Auto,18-1558,11/19/18 9:21pm,11/19/18 9:21pm,Green Stadium
Attempt Suicide,18-1559,11/19/18 10:03pm,11/19/18 10:03pm,Off Campus
Sick Person,18-1560,11/20/18 1:39pm,11/20/18 1:20pm,Howard Hospital
Theft 2,18-1561,11/20/18 7:10pm,11/20/18 6:00pm,Howard Hospital
Theft from Auto,18-1562,11/20/18 9:52pm,11/20/18 10:00pm,Banneker South Lot
Found Property,18-1563,11/21/18 10:53am,11/21/18 10:37am,Howard Hospital
Theft 2,18-1564,11/21/18 10:55am,11/21/18 10:55am,Howard Hospital
Found Property,18-1565,11/21/18 11:56am,11/21/18 8:45am,Service Center
Theft 2,18-1566,11/21/18 2:52pm,11/21/18 2:50pm,College Hall South
Theft from Auto,18-1567,11/21/18 4:03pm,11/21/18 4:03pom,Banneker South Lot
Hazardous Elevator,18-1568,11/25/18 8:29am,11/25/18 7:00am,Service Center
Fire Alarm Activation,18-1569,11/25/18 8:47am,11/25/18 8:47am,Bethune Annex
lost Property,18-1570,11/25/18 10:51am,11/25/18 10:34am,Benneker South
Robbery Fear,18-1571,11/25/18 1;17PM,11/25/18 12:43PM,Upper Campus
Fire Alarm Activation,18-1572,11/25/18 3:35pm,11/25/18 3:35PM,College Hall South
Vehicle Accident,18-1573,11/25/18 3:38pm,11/25/18 3:38pm,Lower Campus
Sick Transport,18-1574,11/26/18 10:04am,11/26/18 10:05am,C.B. Powell Building
Injured Person,18-1575,11/26/18 11:16am,11/26/18 11:16am,Locke Hall
Damaged Property,18-1576,11/26/18 6:15pm,11/26/18 6:40pm,Banneker South Lot
Sick Person,18-1577,11/27/18 1:38am,11/27/18 1:38am,College Hall North
Unlawful Entry,18-1578,11/27/18 3:38am,11/27/18 3:25am,Howard Hospital
Damaged Property,18-1579,11/27/18 7:25am,11/27/18 7:26am,Mackey Lot
Found Property,18-1580,11/27/18 8:37am,11/27/18 8:-5am,Howard Hospital
Fire Alarm Activation,18-1581,11/27/18 8:40am,11/27/18 8:12am,Howard Hospital
No Report,18-1582,,,
lost Property,18-1583,11/27/18 11:46am,11/27/18 11:55am,SOCC
Fire,18-1584,11/27/18 10:42am,11/27/18 12:42pm,Fine Arts
Damaged Property,18-1585,11/27/18 4:00pm,11/27/18 4:05pm,A-2 Garage
lost Property,18-1586,11/27/18 3:56pm,11/27/18 4:00pm,Off Campus
Damaged Property,18-1587,11/27/18 4:45pm,11/27/18 4:45pm,A-2 Garage
Theft from Auto,18-1588,11/27/18 5:15pm,11/27/18 5:14pm,A-2 Garage
Fire Alarm Activation,18-1589,11/27/18 5:02pm,11/27/18 5:02pm,Pharmacy Building
Fire Alarm Activation,18-1590,11/28/18 6:29am,11/28/18 6:29am,College Hall North
Injured Person,18-1591,11/28/18 10:35am,11/28/18 11:07am,Founder Library
Fire Alarm Activation,18-1592,11/28/18 1:53pm,11/28/18 1:50pm,Biology Building
Hazardous Odor,18-1593,11/28/18 2:34pm,11/28/18 2:00pm,Chemistry Building
Theft 2,18-1594,11/28/18 2:46pm,11/28/18 2:20pm,Chemistry Building
Vehicle Accident,18-1595,11/28/18 2:48pm,11/28/18 2:49pm,Miner Lot
Damaged Property,18-1596,11/28/18 2:16pm,11/28/18 4:00pm,Lower Campus
No Report,18-1597,,,
Fire Alarm Activation,18-1598,11/29/18 1:59am,11/29/18 1:59am,Pharmacy Building
Theft 2,18-1599,11/29/18 4:23pm,11/29/18 4:23;m,College Hall North
Fire Alarm Activation,18-1600,11/29/18 4:20pm,11/29/18 4:20pm,Adams Building
Student Misconduct,18-1601,11/29/18 5:29pm,11/29/18 5:28pm,Founder Library
Miscellaneous,18-1602,11/29/18 9:40pm,11/29/18 4:38pm,Howard Hospital
Found Property,18-1603,11/29/18 9:43pm,11/29/18 7:20pm,Howard Hospital
Injured Person,18-1604,11/29/18 10:47pm,11/29/18 10:44pm,College Hall North
Found Property,18-1605,11/30/18 8:55AM,11/30/18 8:31AM,HOWARD Manor
Theft 1,18-1606,11/30/18 10:57am,11/30/18 9:49am,Howard Hospital
Theft from Auto,18-1607,11/30/18 12:05pm,11/30/18 12:05pm,Mudd Building
Damaged Property,18-1608,11/30/18 2:37pm,11/30/18 2:00pm,A-2 Garage
Unlawful Entry,18-1609,11/30/18 5:38pm,11/30/18 5:38pm,Howard Hospital
Fire Alarm Activation,18-1610,11/30/18 8:53pm,11/30/18 8:53pm,College Hall South
Fire Alarm Activation,18-1611,12/1/18 2:37am,12/1/18 2:37am,Pharmacy Building
Unlawful Entry,18-1612,12/1/18 2:32am,12/1/18 2:40am,College Hall South
Hazardous Water Leak,18-1613,12/1/18 3:04am,12/1/18 3:04am,Fine Arts
Student Misconduct,18-1614,12/1/18 4:11am,12/1/18 3:30am,College Hall South
Sick Person,18-1615,12/1/18 10:27M,12/1/18 10:02am,Bethune Annex
Student Misconduct,18-1616,12/2/18 6:10pm,12/1/198 5:30p;m,College Hall South
Loud Noise,18-1617,12/3/18 1:07am,12/3/18 1:07am,Engineering Building
Student Misconduct,18-1618,12/3/18 5:46am,12/3/18 5:46am,Plaza Towers
Fire Alarm Activation,18-1619,12/3/18 6:48am,12/3/18 6:48am,College Hall North
Student Misconduct,18-1620,12/3/18 12:44pm,12/3/18 12:45pm,Chemistry Building
Found Property,18-1621,12/3/18 2:55pm,12/3/18 2:55pm,Howard Hospital
No Report,18-1622,,,
Sick Person,18-1623,12/3/18 3:59pm,12/3/18 4:00pm,Admin. Building
lost Property,18-1624,12/3/18 2:57pm,12/3/18 3:49pm,Social Work
Damaged Property,18-1625,12/3/18 4:58pm,12/3/18 4:58pm,C.B. Powell Building
lost Property,18-1626,12/3/18 6:06pm,12/3/18 6:12pm,Blackburn Center
Harassment,18-1627,12/4/18 10:53am,12/4/18 10:53am,Off Campus
Sexual Assault,18-1628,12/4/18 10:46am,12/4/18 10:46am,Howard Hospital
lost Property,18-1629,12/4/18 11;21am,11/4/18 11:21am,Bethune Annex
Hazardous Water Leak,18-1630,12/4/18 2:16pm,12/4/18 11:38am,Howard Hospital
Theft 2,18-1631,12/4/18 5:10pm,12/4/18 3:05pm,Mudd Building
Hazardous Elevator,18-1632,12/4/18 5:08pm,12/4/18 5:08pm,C.B. Powell Building
Sick Person,18-1633,12/4/18 10:10pm,12/3/18 10:10pm,College Hall North
Injured Person,18-1634,12/5/18 5:38am,12/5/18 05:58am,Bethune Annex
Attempt Suicide,18-1635,12/5/18 7:20am,12/5/18 7:48am,Plaza Towers
Theft 2,18-1636,12/5/18 10:05am,12/5/18 10:24am,Pharmacy Bldg.
Miscellaneous,18-1637,12/5/18 8:38am,12/5/18 8:38am,Admin. Building
Student Misconduct,18-1638,12/5/18 10:43am,12/05/18 10:35am,College Hall South
Student Misconduct,18-1639,12/5/18 11:16am,12/05/18 11:16am,`College Hall South
Miscellaneous,18-1640,12/5/18 11:35am,12/5/18 9:09am,Howard Hospital
