NATURES OF CRIMES,"CASENUMBERS","DATE/TIMEREPORTED",DATE/TIME OCCURRED,GENERAL LOCATION
Sick Person,17-1167,8/30/2017 9:24am,8/30/2017 9:24am,Fine Arts Inactive
Sick Person,17-1168,8/30/2017 9:55am,8/30/2017 9:55am,Howard Plaza West Inactive
Sick Person,17-1169,8/30/2017 10:59am,8/30/2017 10:59am,Howard University Hospital Inactive
Sick Person,17-1170,8/30/2017 11:02am,8/30/2017 10:55am,Howard University Hospital Inactive
Sick Person,17-1171,8/30/2017 11:15am,8/30/2017 10:45am,Howard University Hospital Inactive
Lost Property,17-1172,8/30/2017 12:16pm,8/28/2017 3:03pm,Locke Hall Inactive
Barring Notice,17-1173,8/30/2017 2:09pm,8/30/2017 2:09pm,Off Campus Active
Damaged Property,17-1174,8/30/2017 2:48pm,8/30/2017 2:15pm,A1 Rear Parking Lot Inactive
Sick Person,17-1175,8/30/2017 7:54pm,8/30/2017 5:00pm,Howard University Hospital Inactive
Sick Person,17-1176,8/30/2017 7:58pm,8/30/2017 4:15pm,Howard University Hospital Inactive
Disorderly Conduct,17-1177,8/30/2017 7:49pm,8/30/2017 7:49pm,College Hall North Active
Harassment,17-1178,8/30/2017 7:30pm,8/29/2017 9:30pm,Quadrangle Active
Lost Property,17-1179,8/30/2017 9:17pm,8/30/2017 8:45pm,Howard University Hospital Inactive
Student Misconduct,17-1180,8/30/2017 9:37pm,8/30/2017 8:55pm,Howard Plaza Towers Corridor Active
Miscellaneous,17-1181,8/30/2017 11:10pm,8/30/2017 11:10pm,Engineering Building Inactive
Fire Alarm Activation,17-1182,8/31/2017 1:10am,8/31/2017 1:10am,Howard Plaza West Inactive
Miscellaneous,17-1183,8/31/2017 2:42am,8/31/2017 2:42am,Howard Plaza West,Active
Sick Person,17-1184,8/31/2017 2:06pm,8/31/2017 1:50pm,Howard University Hospital,Inactive
Student Misconduct,17-1185,8/31/2017 4:55pm,8/31/2017 4:55pm,Cramton Auditorium,Active
Stalking,17-1186,8/31/2017 5:52pm,8/30/2017 11:00pm,College Hall South,Active
Harassment,17-1187,8/31/2017 8:46pm,7/3/2017 6:00pm,Howard Center,Active
Simple Assault,17-1188,9/1/2017 12:23am,9/1/2017 12:15am,Howard University Hospital,Active
Armed Robbery,17-1189,9/1/2017 5:50am,9/1/2017 5:44am,CVS Pharmacy,Active
Injured Person,17-1190,9/1/2017 8:21am,9/1/2017 2:17am,Howard University Hospital,Inactive
Injured Person,17-1191,9/1/2017 12:09pm,9/1/2017 11:05am,Howard University Hospital,Inactive
Sick Person,17-1192,9/1/2017 4:30pm,9/1/2017 4:15pm,Howard University Hospital,Inactive
Sick Person,17-1193,9/1/2017 5:03pm,9/1/2017 4:42pm,Howard University Hospital,Inactive
Harassment,17-1194,9/1/2017 8:36pm,9/1/2017 8:36pm,Wheatley Hall,Active
Sick Person,17-1195,9/1/2017 11;31pm,9/1/2017 10:25pm,Howard University Hospital,Inactive
Sick Person,17-1196,9/2/2017 12:32am,9/2/2017 12:32am,Howard Center Lot,Inactive
Sick Person,17-1197,9/2/2017 2:17am,9/2/2017 2:17am,Frazier Hall,Inactive
Sick Person,17-1198,9/2/2017 12:37pm,9/2/2017 12:29pm,Howard University Hospital,Inactive
Sick Person,17-1199,9/2/2017 12:48pm,9/2/2017 12:14pm,Howard University Hospital,Inactive
Fire Alarm Activation,17-1200,9/2/17 1:34pm,9/2/17 1:34pm,Howard Plaza West,Inactive
Fire Alarm Activation,17-1201,9/2/17 10:16pm,9/2/17 10:16pm,Drew Hall,Inactive
Found Property,17-1202,9/3/17 7:33pm,9/3/17 7:33pm,I-Lab,Inactive
Vehicle Accicent,17-1203,9/3/17 1:23pm,9/3/17 1:23pm,9th and Barry Place NW,Inactive
Injured Person,17-1204,9/3/17 4:57pm,9/3/17 4:57pm,Howard University Hospital,Inactive
Sick Person,17-1205,9/4/17 12:20pm,9/4/17 12:20pm,Quadrangle,Inactive
Suspicious Odor,17-1206,9/4/17 12:03pm,9/4/17 12:03pm,Howard Plaza West,Active
Sick Person,17-1207,9/4/17 1:41pm,9/4/17 1:41pm,Bethune Annex,Inactive
Injured Person,17-1208,9/4/17 2:32pm,9/4/17 2:32pm,Truth Hall,Inactive
Lost Property,17-1209,9/4/17 3:02pm,9/4/17 3:02pm,College Hall South,Inactive
Sick Person,17-1210,9/4/17 2:45pm,9/4/17 2:45pm,Georgia And Howard Pl.,Inactive
Lost Property,17-1211,9/4/2017 5:00pm,9/3/2017 11:30am,Bethune Annex,Inactive
Fire Alarm Activation,17-1212,9/4/2017 11:57pm,9/4/2017 11:57pm,Howard Plaza West,Inactive
Fire Alarm Activation,17-1213,9/5/2017 2:17am,9/5/2017 2:17am,Howard Plaza West,Inactive
Fire Alarm Activation,17-1214,9/5/2017 11:25am,9/5/2017 11:25am,Howard Center,Inactive
Fire Alarm Activation,17-1215,9/5/2017 12:12pm,9/5/2017 12:12pm,Chemistry Building,Inactive
Sick Person,17-1216,9/5/2017 6:53pm,9/5/2017 6:23pm,Howard University Hospital,Inactive
Suspicious Odor,17-1217,9/5/2017 8:54pm,9/5/2017 8:54pm,Founders Library,Inactive
Injured Person,17-1218,9/5/2017 10:32pm,9/5/2017 10:32pm,Wheatley Hall,Inactive
Fire Alarm Activation,17-1219,9/6/2017 12:35am,9/6/2017 12:35am,Howard Plaza West,Inactive
Fire Alarm Activation,17-1220,9/6/2017 6:18am,9/6/2017 6:18am,Chemistry Building,Inactive
Theft From Auto,17-1221,9/6/2017 1:03pm,9/6/2017 1:00pm,2400 Block Georgia Ave. NW,Active
Injured Person,17-1222,9/6/2017 4:28pm,9/6/2017 4:00pm,HU Service Center,Inactive
Sick Person,17-1223,9/6/2017 2:56pm,9/6/2017 2:56pm,Dental School,Inactive
Sick Person,17-1224,9/6/2017 8:08pm,9/6/2017 8:01pm,Howard University Hospital,Inactive
Hazardous Elevator,17-1225,9/6/2017 5:30pm,9/6/2017 5:22pm,Law Library,Inactive
Fire Alarm Activation,17-1226,9/6/2017 11:14pm,9/6/2017 11:14pm,College Hall South,Inactive
Theft 1,17-1227,9/7/2017 11:45am,9/7/2017 11:00am,Dental School,Active
Student Misconduct,17-1228,9/7/2017 7:28pm,9/7/2017 7:20pm,C B Powell,Active
Armed Robbery,17-1229,9/7/2017 7:00pm,9/7/2017 6:30pm,400 Block W Street NW,Active
Fire Alarm Activation,17-1230,9/8/2017 12:20am,9/8/2017 12:20am,Frazier Hall,Inactive
Suspicious Odor,17-1231,9/8/2017 11:33pm,9/8/2017 11:33pm,College Hall South,Active
Theft 2,17-1232,9/8/2017 4:30pm,8/22/2017 9:00pm,Off Campus,Inactive
Sick Person,17-1233,9/8/2017 5:19pm,9/8/2017 5:19pm,Howard University Hospital,Inactive
Sick Person,17-1234,9/8/2017 4:55pm,9/8/2017 4:55pm,Howard University Hospital,Inactive
Sick Transport,17-1235,9/9/2017 1:11am,9/9/2017 1:11am,Quadrangle,Inactive
Theft 2,17-1236,9/9/2017 3:03am,9/9/2017 2:37am,Howard University Hospital,Active
Barring Notice,17-1237,9/9/2017 11:53am,9/9/2017 11:53am,Founders Library,Active
Lost Property,17-1238,9/9/2017 2:17pm,9/8/2017 10:00pm,College Hall South,Inactive
Sick Person,17-1239,9/10/2017 3:04am,9/10/2017 3:04am,Howard University Hospital,Inactive
Fire Alarm Activation,17-1240,9/10/2017 1:48am,9/10/2017 1:48am,Drew Hall,Inactive
Barring Notice,17-1241,9/10/2017 4:16pm,9/10/2017 4:16pm,College Hall North,Active
Sick Person,17-1242,9/11/2017 12:34am,9/11/2017 12:30am,Howard University Hospital,Inactive
Sick Person,17-1243,9/11/2017 3:32am,9/10/2017 2:42pm,Truth Hall,Inactive
Sick Person,17-1244,9/10/2017 9:04am,9/10/2017 8:29am,Howard University Hospital,Inactive
Sick Person,17-1245,9/10/2017 9:05am,9/10/2017 8:15am,Howard University Hospital,Inactive
Robbery Snatch,17-1246,9/11/2017 2:11PM,9/9/2017 12:30am,3rd & Elm Street NW,Active
Found Property,17-1247,9/11/2017 2:21pm,9/11/2017 2:21pm,Engineering Building,Inactive
Hazardous Water Leak,17-1248,9/11/2017 5:39pm,9/11/2017 5:39pm,Fine Arts,Inactive
Theft 2,17-1249,9/11/2017 9:27pm,9/11/2017 9:00pm,Bethune Annex,Active
Unlawful Entry,17-1250,9/12/2017 10:59am,9/12/2017 10:59am,Cook Hall,Active
Vehicle Accident,17-1251,9/12/2017 2:02pm,9/12/2017 1:58pm,500 Block W Street NW,Inactive
Simple Assault,17-1252,9/12/2017 5:11pm,9/12/2017 4:31pm,Howard University Hospital,Active
Student Misconduct,17-1253,9/12/2017 6:02pm,9/12/2017 5:20pm,Howard Plaza West,Active
Recovered Property,17-1254,9/12/2017 9:03pm,9/12/2017 9:03pm,Miner Lot,Inactive
Sexual Assault,17-1255,9/13/2017 12:40am,9/13/2017 12:40am,McDonald's,Active
Sick Transport,17-1256,9/13/2017 4:22am,9/13/2017 4:22am,College Hall North,Inactive
Student Misconduct,17-1257,9/13/2017 5:02pm,9/13/2017 5:02pm,Douglass Hall,Active
Miscellaneous,17-1258,9/13/2017 4:39pm,9/13/2017 4:39pm,Fine Arts,Active
Fire Alarm Activation,17-1259,9/14/2017 12:49am,9/14/2017 12:49am,College Hall South,Inactive
Hazardous Elevator,17-1260,9/14/2017 10:18am,9/14/2017 10:18am,Wonder Plaza,Inactive
Lost Property,17-1261,9/14/2017 2:32pm,9/14/2017 2:32pm,Howard University Hospital,Inactive
Theft 2,17-1262,9/14/2017 1:51pm,9/14/2017 1:35pm,Howard Plaza Towers,Active
Barring Notice,17-1263,9/14/2017 3:41pm,9/14/2017 3:41pm,Miner Lot,Active
Theft 2,17-1264,9/14/2017 3:51pm,9/14/2017 3:45pm,Mudd Building,Active
Theft 2,17-1265,9/14/2017 4:50pm,9/14/2017 3:30pm,Architecture & Planning,Active
Theft 2,17-1266,9/14/2017 4:54pm,9/14/2017 11:15am,Architecture & Planning,Active
Disorderly Conduct,17-1267,9/14/2017 8:08pm,9/14/2017 7:47pm,Howard University Hospital,Active
Lost Property,17-1268,9/15/2017 4:34pm,9/15/2017 4:00pm,Architecture & Planning,Inactive
Sick Person,17-1269,9/15/2017 8:08pm,9/15/2017 8:08pm,Howard University Hospital,Inactive
Armed Robbery,17-1270,9/16/2017 1:16am,9/16/2017 1:09am,4th & Bryant Street NW,Active
Found Property,17-1271,9/16/2017 4:32am,9/16/2017 4:32am,Biology Building,Inactive
Sick Person,17-1272,9/16/2017 12:21pm,9/16/2017 12:12pm,Howard University Hospital,Inactive
Found Property,17-1273,9/16/2017 1:08pm,9/16/2017 1:08pm,Blackburn Center,Inactive
Sick Person,17-1274,9/16/2017 1:30pm,9/16/2017 1:30pm,Howard University Hospital,Inactive
Sick Person,17-1275,9/16/2017 4:30pm,9/16/2017 4:19pm,Howard University Hospital,Inactive
Sick Person,17-1276,9/16/2017 11:37pm,9/16/2017 11:37pm,Howard University Hospital,Inactive
Disorderly Conduct,17-1277,9/17/2017 12:58am,9/17/2017 12:45am,Off Campus,Active
Injured Person,17-1278,9/17/2017 1:14pm,9/17/2017 1:05pm,Cramton Auditorium,Inactive
Hazardous Elevator,17-1279,9/17/2017 3:06pm,9/17/2017 3:06pm,Howard Plaza Towers West,Inactive
Student Misconduct,17-1280,9/17/2017 9:25pm,9/17/2017 9:25pm,Founders Library,Active
Damaged Property,17-1281,9/18/2017 1:26pm,9/18/2017 1:26pm,C B Powell Parking Lot,Inactive
Found Property,17-1282,9/18/2017 1:31pm,9/18/2017 1:31pm,East Towers Parking Lot,Inactive
Theft From Auto,17-1283,9/18/2017 12:33pm,9/18/2017 12:33pm,Just Lot,Active
Theft From Auto,17-1284,9/18/2017 7:24pmpm,9/18/2017 7:15pm,East Towers Parking Lot,Active
Sick Person,17-1285,9/18/2017 8:07pm,9/18/2017 5:30pm,Howard University Hospital,Inactive
Hazardous Water Leak,17-1286,9/18/2017 8:12pm,9/18/2017 6:00pm,Howard University Hospital,Inactive
Miscellaneous,17-1287,9/18/2017 9:39pm,9/18/2017 9:39pm,Howard Plaza Towers West,Active
Student Misconduct,17-1288,9/18/2017 9:31pm,9/18/2017 9:31pm,Undergraduate Library,Active
Miscellaneous,17-1289,9/18/2017 8:13am,9/18/2017 8:13am,HU Service Center,Active
Damaged Property,17-1290,9/19/2017 8:27am,9/15/2017 2:00pm,HU Service Center,Inactive
Damaged Property,17-1291,9/19/2017 8:57am,9/19/2017 8:50am,Annex 3,Inactive
Fire Alarm Activation,17-1292,9/19/2017 9:50am,9/19/2017 9:50am,Crandall Hall,Inactive
Sick Person,17-1293,9/19/2017 12:00pm,9/19/2017 11:45am,Howard University Hospital,Inactive
Damaged Property,17-1294,9/19/2017 11:05am,9/18/2017 6:00pm,Student Health Center,Inactive
Miscellaneous,17-1295,9/19/2017 1:39pm,9/19/2017 1:39pm,HU Service Center,Inactive
Injured Person,17-1296,9/19/2017 3:37pm,9/19/2017 3:37pm,Howard University Hospital,Inactive
Damaged Property,17-1297,9/19/2017 4:09pm,9/19/2017 3:30pm,East Towers Parking Lot,Inactive
Injured Person,17-1298,9/19/2017 5:02pm,9/19/2017 3:56pm,Social Work,Inactive
Miscellaneous,17-1299,9/19/2017 6:15pm,9/19/2017 3:30pm,Howard University Hospital,Inactive
Fire Alarm Activation,17-1300,9/20/2017 4:21am,9/20/2017 4:21am,Dental School,Inactive
Found Property,17-1301,9/20/2017 7:43am,9/20/2017 7:43am,Dispatch,Inactive
Hazardous Elevator,17-1302,9/20/2017 12:08pm,9/20/2017 12:08pm,Bethune Annex,Inactive
Hazardous Elevator,17-1303,9/20/2017 1:37pm,9/20/2017 1:37pm,Houston Hall,Inactive
Sick Person,17-1304,9/20/2017 3:42pm,9/20/2017 3:42pm,HU Hospital,Inactive
Fire Alarm Activation,17-1305,9/20/2017 3:44pm,9/20/2017 3:30pm,College of Dentistry,Inactive
Theft From Auto,17-1306,9/20/2017 3:38pmm,9/20/2017 3:25pm,Howard Center 2,Active
Student Misconduct,17-1307,9/20/2017 5:14pm,9/12/2017 7:30pm,College Hall South,Active
Sick Person,17-1308,9/20/2017 9:09pm,9/20/2017 9:09pm,WHUR,Inactive
Fire Alarm Activation,17-1309,9/20/2017 11:35pm,9/20/2017 11:35pm,College Hall North,Inactive
Hazardous Elevator,17-1310,9/21/2017 9:32am,9/21/2017 9:32am,C B Powell,Inactive
Damaged Property,17-1311,9/21/2017 1:06pm,9/21/2017 12:45pm,A-2 Garage,Inactive
Sick Person,17-1312,9/21/2017 3:56pm,9/21/2017 3:56pm,Howard University Hospital,Inactive
Lost Property,17-1313,9/21/2017 4:28pm,9/21/2017 3:00pm,Bethune Annex,Inactive
Sick Person,17-1314,9/21/2017 5:29pm,9/21/2017 5:29pm,Howard University Hospital,Inactive
Student Misconduct,17-1315,9/21/2017 5:57pm,9/21/2017 5:10pm,Academic Support A,Active
Unlawful Entry,17-1316,9/21/2017 8:08pm,9/21/2017 8:08pm,Howard University Hospital,Active
Sick Person,17-1317,9/21/2017 9:27pm,9/21/2017 9:27pm,Howard University Hospital,Inactive
Sick Person,17-1318,9/21/2017 9:41pm,9/21/2017 9:41pm,Howard University Hospital,Inactive
Sick Person,17-1319,9/21/2017 9:56pm,9/21/2017 9:56pm,Howard University Hospital,Inactive
Sick Person,17-1320,9/22/2017 7:04am,9/22/2017 7:04am,Howard University Hospital,Inactive
Miscellaneous,17-1321,9/22/2017 6:55am,9/22/2017 6:45am,Biology Building,Inactive
Lost Property,17-1322,9/22/2017 11:12am,9/22/2017 7:am,College Hall North,Inactive
Unlawful Entry,17-1323,9/22/2017 3:45pm,9/22/2017 3:45pm,2112 Georgia Ave. NW,Active
Lost Property,17-1324,9/22/2017 5:26pm,9/22/2017 5:26pm,Bethune Annex,Inactive
Sick Person,17-1325,9/22/2017 6:04pm,9/22/2017 5:49pm,Howard University Hospital,Inactive
Found Property,17-1326,9/23/2017 11:21am,9/23/2017 10:45am,Quadrangle,Inactive
Theft From Auto,17-1327,9/23/2017 3:46pm,9/23/2017 3:30pm,Georgia Ave. Lot,Active
Sick Person,17-1328,9/23/2017 4:02pm,9/23/2017 4:02pm,Greene Stadium,Inactive
Sick Person,17-1329,9/23/2017 11:35m,9/23/2017 11:35m,Drew Hall,Inactive
Sick Person,17-1330,9/23/2017 11:36pm,9/23/2017 11:36pm,College Hall South,Inactive
Domestic Violence,17-1331,9/24/2017 12:14am,9/24/2017 12:14am,Off Campus,Active
Sick Person,17-1332,9/24/2017 8:24pm,9/24/2017 8:24pm,Bethune Annex,Inactive
Fire Alarm Activation,17-1333,9/24/2017 11:13pm,9/24/2017 11:13pm,Architecture & Planning,Inactive
Destruction of Property,17-1334,9/25/2017 4:17am,9/25/2017 4:17am,Drew Hall,Active
Student Misconduct,17-1335,9/25/2017 7:16am,9/25/2017 7:16am,Stokes Library,Active
Sick Person,17-1336,9/25/2017 9:15am,9/25/2017 9:15am,College Hall North,Inactive
Disorderly Conduct,17-1337,9/25/2017 9:25am,9/25/2017 9:20am,Academic Support B,Active
Unlawful Entry,17-1338,9/25/2017 11:49am,9/25/2017 11:49am,Academic Support B,Active
Simple Assault,17-1339,9/25/2017 7:20pm,9/25/2017 7:20pm,Howard University Hospital,Active
Panhandling,17-1340,9/25/2017 8:40pm,9/25/2017 8:40pm,6th & Bryant Street,Inactive
Sick Person,17-1341,9/25/2017 9:32pm,9/25/2017 9:20pm,Howard University Hospital,Inactive
Suspicious Odor,17-1342,9/25/2017 9:38pm,9/25/2017 9:38pm,Bethune Annex,Inactive
Miscellaneous,17-1343,9/25/2017 9:53pm,9/25/2017 9:45pm,Locke Hall,Active
Miscellaneous,17-1344,9/25/2017 10:50pm,9/25/2017 10:50pm,Physics Building,Active
Armed Robbery,17-1345,9/25/2017 11:18pm,9/25/2017 11:18pm,Lower Campus Valley,Active
Miscellaneous,17-1346,9/26/2017 9:05am,9/23/2017 2:00pm,Douglass Hall,Active
Sick Transport,17-1347,9/26/2017 8:56am,9/26/2017 8:56am,Chemistry Building,Inactive
Theft 2,17-1348,9/26/2017 9:54am,9/26/2017 9:50am,Mudd Building,Active
Fire Alarm Activation,17-1349,9/26/2017 10:54am,9/26/2017 10:54am,Founders Library,Inactive
Theft 2,17-1350,9/26/2017 3:30pmm,9/26/2017 2:30pm,Howard Plaza Towers West,Active
Sick Person,17-1351,9/26/2017 4:03pmm,9/26/2017 3:35pm,Student Health Center,Inactive
Theft 2,17-1352,9/26/2017 3:41pm,9/26/2017 12:00pm,Howard Plaza Towers West,Active
Sick Person,17-1353,9/26/2017 6:17pm,9/26/2017 6:15pm,Howard University Hospital,Inactive
Injured Person,17-1354,9/26/2017 9:15pm,9/26/2017 11:00am,Howard University Hospital,Inactive
Injured Person,17-1355,9/26/2017 9:22pm,9/26/2017 11:00am,Howard University Hospital,Inactive
Lost Property,17-1356,9/26/2017 8:03pm,9/26/2017 8:03pm,Drew Hall,Inactive
Sick Person,17-1357,9/26/2017 8:57pm,9/26/2017 8:57pm,Howard University Hospital,Inactive
Injured Person,17-1358,9/26/2017 9:01pm,9/26/2017 9:01pm,Howard University Hospital,Inactive
Domestic Violence,17-1359,9/26/2017 10:27pm,9/26/2017 8:00pm,Howard Plaza Towers West,Active
Sick Person,17-1360,9/27/2017 4:59am,9/27/2017 4:59am,Cook Hall,Inactive
Attempt Robbery,17-1361,9/27/2017 10:38am,9/27/2017 10:38am,Engineering Building,Active
Sick Person,17-1362,9/27/2017 10:44am,9/27/2017 10:44am,Biology Building,Inactive
Indecent Exposure,17-1363,9/27/2017 11:19am,9/27/2017 11:15am,Chemistry Building,Active
Sick Transport,17-1364,9/27/2017 2:26pm,9/27/2017 2:26pm,C B Powell Building,Inactive
Sick Person,17-1365,9/27/2017 4:33pm,9/27/2017 4:25pm,Howard University Hospital,Inactive
Fraud,17-1366,9/27/2017 3:18pm,9/26/2017 12:00pm,College Hall South,Active
Fire Alarm Activation,17-1367,9/27/2017 7:19pm,9/27/2017 7:19pm,Howard Plaza Towers West,Inactive
Theft From Auto,17-1368,9/28/2017 12:57am,9/28/2017 12:57am,Georgia Ave. Lot,Active
Fire Alarm Activation,17-1369,9/28/2017 7:22am,9/28/2017 7:22am,Quadrangle,Inactive
Fraud,17-1370,9/28/2017 11:11am,9/26/2017 9:49am,Blackburn Center,Active
Theft 1,17-1371,9/28/2017 12:26pm,9/28/2017 11:45am,Carnegie Hall,Active
Domestic Violence,17-1372,9/28/2017 11:01pm,9/28/2017 11:01pm,Frazier Hall,Active
Miscellaneous,17-1373,9/29/2017 1:52am,9/29/2017 1:52am,6th & Girard Street,Active
Damaged Property,17-1374,9/29/2017 9:58am,9/29/2017 9:30am,Blackburn Center,Inactive
Sick Person,17-1375,9/29/2017 3:44pm,9/29/2017 3:44pm,Howard University Hospital,Inactive
Sick Person,17-1376,9/29/2017 7:44pm,9/29/2017 7:25pm,Fine Arts,Inactive
Sick Transport,17-1377,9/29/2017 9:30pm,9/29/2017 9:30pm,College Hall North,Inactive
Damaged Property,17-1378,9/29/2017 9:10pm,9/29/2017 8:25pm,Howard University Hospital,Inactive
Sick Person,17-1379,9/29/2017 11:01pm,9/29/2017 10:36pm,Howard University Hospital,Inactive
Sick Person,17-1380,9/30/2017 4:21am,9/30/2017 4:21am,Frazier Hall,Inactive
Sick Person,17-1381,9/30/2017 12:59am,9/30/2017 12:59am,Quadrangle,Inactive
Sick Person,17-1382,9/30/2017 11:52pm,9/30/2017 11:30pm,Howard University Hospital,Inactive
Sick Person,17-1383,9/30/2017 12:24pm,9/30/2017 12:20pm,Howard University Hospital,Inactive
No Report,17-1384,,,,
Fire Alarm Activation,17-1385,9/30/2017 2:40pm,9/30/2017 2:40pm,College Hall South,Inactive
Threats in a menacing manner,17-1386,9/30/2017 3:27pm,9/30/2017 3:27pm,2400 Block 6th Street NW,Active
Sick Person,17-1387,10/01/2017 3:21am,10/01/2017 3:21am,College Hall South,Inactive
Stolen Auto,17-1388,10/01/2017 1:24pm,10/01/2017 11:00am,HUH Parking Lot,Active
Miscellaneous,17-1389,10/01/2017 10:43pm,10/01/2017 10:43pm,WHUR,Active
Sick Person,17-1390,10/01/2017 11:01pm,10/02/2017 10:30pm,Howard University Hospital,Inactive
Vehicle Accicent,17-1391,10/02/2017 9:28am,10/02/2017 9:28am,6th & W Street NW,Inactive
Fire Alarm Activation,17-1392,10/03/2017 10:04am,10/03/2017 10:04am,College Hall South,Inactive
Sick Person,17-1393,10/03/2017 10:54am,10/03/2017 10:54am,Student Health Center,Inactive
Miscellaneous,17-1394,10/03/2017 1:01pm,10/03/2017 12:52pm,A-2 Garage,Active
Sick Person,17-1395,10/03/2017 6:51pm,10/03/2017 6:42pm,Howard University Hospital,Inactive
Hazardous Elevator,17-1396,10/03/2017 7:48pm,10/03/2017 7:48pm,Truth Hall,Inactive
Fire Alarm Activation,17-1397,10/03/2017 11:32pm,10/03/2017 4:01pm,Howard University Hospital,Inactive
Fire Alarm Activation,17-1398,10/03/2017 12:43pm,10/03/2017 12:43pm,Truth Hall,Inactive
Vehicle Accident,17-1399,10/04/2017 10:10am,10/04/2017 10:10am,9th and Barry Place NW,Inactive
Fire Alarm Activation,17-1400,10/04/2017 11:04am,10/04/2017 11:04am,Howard Plaza Towers West,Inactive
Barring Notice,17-1401,10/04/2017 12:29pm,10/04/2017 12:29pm,Administration Building,Active
Vehicle Accident,17-1402,10/04/2017 1:14pm,10/04/2017 12:45pm,Downing Parking Lot,Inactive
Injured Person,17-1403,10/04/2017 4:39pm,10/04/2017 4:00pm,Locke Hall,Active
Sick Person,17-1404,10/04/2017 4:59pm,10/04/2017 4:59pm,Howard University Hospital,Inactive
Sick Person,17-1405,10/04/2017 5:16pm,10/04/2017 5:12pm,Howard University Hospital,Inactive
Sick Person,17-1406,10/04/2017 6:06pm,10/04/2017 5:55pm,Biology Building,Inactive
Sick Person,17-1407,10/04/2017 7:48pm,10/04/2017 7:42pm,Howard University Hospital,Inactive
Hazardous Water Leak,17-1408,10/04/2017 5:33pm,10/04/2017 5:33pm,College of Dentistry,Inactive
Sick Person,17-1409,10/04/2017 9:31pm,10/04/2017 9:31pm,Howard University Hospital,Inactive
Injured Person,17-1410,10/05/2017 5:23pm,10/05/2017 3:20pm,Florida Ave. Lot,Inactive
Unlawful Entry,17-1411,10/05/2017 4:13pm,10/05/2017 4:13pm,Founders Library,Active
Sick Person,17-1412,10/05/2017 8:27pm,10/05/2017 8:20pm,Rankin Chapel,Inactive
Fire Alarm Activation,17-1413,10/06/2017 4:46am,10/06/2017 4:46am,College of Dentistry,Inactive
Attempt Theft,17-1414,10/06/2017 10:29am,10/06/2017 4:22am,Adams Building,Active
Miscellaneous,17-1415,10/6/2017 4:54pm,10/06/2017 10:00am,Bethune Annex,Active
Harassment,17-1416,10/6/2017 6:02pm,10/6/2017 5:44pm,Blackburn Center,Active
Sick Person,17-1417,10/6/2017 7:53pm,10/6/2017 7:33pm,Howard University Hospital,Inactive
Sick Person,17-1418,10/6/2017 9:24pm,10/6/2017 9:24pm,Howard University Hospital,Inactive
Injured Person,17-1419,10/07/2017 3:47pm,10/07/2017 3:47pm,Greene Stadium,Inactive
Sick Person,17-1420,10/07/2017 11:23pm,10/07/2017 10:19pm,Bethune Annex,Inactive
Hazardous Water Leak,17-1421,10/8/2017 9:21am,10/8/2017 9:21am,Howard Center 2,Inactive
Sick Person,17-1422,10/8/2017 10:34am,10/8/2017 9:50am,Howard University Hospital,Inactive
Hazardous Water Leak,17-1423,10/8/2017 11:28am,10/8/2017 11:28am,HU Service Center,Inactive
Unlawful Entry,17-1424,10/8/2017 7:31pm,10/8/2017 3:08pm,Howard University Hospital,Active
Fire Alarm Activation,17-1425,10/8/2017 9:42pm,10/8/2017 9:42pm,Howard Plaza Towers West,Inactive
Harassment,17-1426,10/9/2017 12:14pm,10/9/2017 11:30am,Howard University Hospital,Active
Theft 2,17-1427,10/9/2017 2:38pm,10/9/2017 2:00pm,Architecture & Planning,Active
Simple Assault,17-1428,10/9/2017 2:41pm,10/9/2017 2:30pm,500 Block W Street NW,Active
Fire Alarm Activation,17-1429,10/9/2017 7:14pm,10/9/2017 7:14pm,College Hall North,Inactive
Fraud,17-1430,10/9/2017 4:55pm,10/9/2017 4:55pm,College Hall South,Active
Sick Person,17-1431,10/10/2017 10:32am,10/10/2017 10:32am,Middle School,Inactive
Sick Person,17-1432,10/10/2017 11:49am,10/10/2017 10:34am,Middle School,Inactive
Damaged Property,17-1433,10/10/2017 12;04pm,10/10/2017 10:30am,Bookstore,Active
Fire Alarm Activation,17-1434,10/10/2017 4:55pm,10/10/2017 4:55pm,Stokes Library,Inactive
Fire Alarm Activation,17-1435,10/10/2017 7:32pm,10/10/2017 7:32pm,College Hall South,Inactive
Destruction of Property,17-1436,10/11/2017 1:59am,10/11/2017 1:49am,Howard University Hospital,Active
Injured Person,17-1437,10/11/2017 4:50pm,10/11/2017 4:50pm,Howard University Hospital,Inactive
Sick Person,17-1438,10/11/2017 4:56pm,10/11/2017 4:56pm,Howard University Hospital,Inactive
Miscellaneous,17-1439,10/11/2017 4:24pm,10/11/2017 4:24pm,College Hall South,Active
Sick Person,17-1440,10/11/2017 7:40pm,10/10/2017 7:36pm,Howard University Hospital,Inactive
Sick Person,17-1441,10/11/2017 7:25pm,10/11/2017 7:25pm,Bethune Annex,Inactive
Damaged Property,17-1442,10/11/2017 10:03pm,10/11/2017 10:03pm,Engineering Building,Inactive
Theft 1,17-1443,10/12/2017 9:27am,10/11/2017 12:00pm,Administration Building,Active
Sick Person,17-1444,10/12/2017 1:30pm,10/12/2017 1:30pm,Student Health Center,Inactive
