NATURES OF CRIMES,"CASENUMBERS",DATE/TIME REPORTED,"DATE/TIMEOCCURRED"
Fire Alarm Activation,19-1233,10/15/2019 6:10pm,10/15/2019 5:55pm,Howard Plaza Towers West
Lost Property,19-1234,10/15/2019 8:39pm,10/11/2019 10:00pm,Main Yard
Unlawful Entry,19-1235,10/15/2019 11:47pm,10/15/2019 11:47pm,Undergraduate Library
Armed Robbery,19-1236,10/16/2019 12:26am,10/16/2019 12:26am,Off Campus
Fraud,19-1237,10/16/2019 2:23pm,10/16/2019 2:23pm,Howard Plaza Towers East
Miscellaneous,19-1238,10/16/2019 10:07pm,10/16/2019 10:07pm,Howard University Hospital
Fire Alarm Activation,19-1239,10/17/2019 12:55am,10/17/2019 12:55am,Crandall Hall
Miscellaneous,19-1240,10/17/2019 5:02pm,10/17/2019 5:02pm,Biology Building
Threats,19-1241,10/17/2019 3:47pm,10/17/2019 3:47pm,Blackburn Center
Injured Person,19-1242,10/17/2019 4:46pm,10/17/2019 2:08pm,Locke Hall
Suspicious Odor,19-1243,10/17/2019 9:47pm,10/17/2019 9:47pm,Cook Hall
Assault on a Police Officer,19-1244,10/17/2019 11:17pm,10/17/2019 10:45pm,Howard University Hospital
Hazardous Elevator,19-1245,10/18/2019 3:38am,10/18/2019 12:50am,Howard University Hospital
Lost Property,19-1246,10/18/2019 8:28am,10/17/2019 8:37pm,Cook Hall
Lost Property,19-1247,10/18/2019 11:55pm,10/17/2019 3:00pm,Founders Library
Sexual Assault,19-1248,10/18/2019 12:38pm,10/11/2019 4:00pm,Main Yard
Theft 2,19-1249,10/18/2019 2:38pm,10/16/2019 7:00am,Howard University Hospital
Lost Property,19-1250,10/18/2019 3:04pm,10/17/2019 2:00pm,Howard University Hospital
Miscellaneous,19-1251,10/18/2019 4:03pm,10/18/2019 4:03pm,Chemistry Building
Theft 2,19-1252,10/18/2019 4:38pm,10/14/201910:00am,Howard Plaza Towers East
Vandalism,19-1253,10/18/2019 5:01pm,10/18/2019 5:01pm,Engineering Building
Theft 2,19-1254,10/18/2019 6:29pm,10/18/2019 3:20pm,Howard Plaza Towers East
Fire Alarm Activation,19-1255,10/19/2019 5:06am,10/19/2019 5:06am,Bethune Annex
Damaged Property,19-1256,10/19/2019 8:32am,10/19/2019 12:45am,Howard Manor
Destruction of Property,19-1257,10/19/2019 10:50am,10/19/2019 10:50am,East Towers Parking Lot
Found Property,19-1258,10/19/2019 2:33pm,10/19/2019 2:33pm,Howard Plaza Towers Corridor
Destruction of Property,19-1259,10/19/2019 2:57pm,10/19/2019 2:57pm,Bookstore
Fire Alarm Activation,19-1260,10/19/2019 4:12pm,10/19/2019 4:12pm,College Hall North
Simple Assault,19-1261,10/19/2019 3:52pm,10/18/2019 9:00pm,Howard Plaza Towers East
Fire Alarm Activation,19-1262,10/19/2019 10:29pm,10/19/2019 10:29pm,Quadrangle
Fire Alarm Activation,19-1263,10/20/2019 4:56am,10/20/2019 4:56am,Howard Plaza Towers East
Damaged Property,19-1264,10/20/2019 10:45am,10/20/2019 10:05am,Howard University Hospital
Fire Alarm Activation,19-1265,10/20/2019 12:55pm,10/20/2019 12:55pm,Quadrangle
Fire Alarm Activation,19-1266,10/20/2019 6:10pm,10/20/2019 6:10pm,Howard Plaza Towers West
Fire Alarm Activation,19-1267,10/20/2019 6:45pm,10/20/2019 6:45pm,College Hall South
Threats to do Bodily Harm,19-1268,10/20/2019 8:49pm,10/20/2019 4:10pm,Howard University Hospital
Sick Person,19-1269,10/20/2019 7:54pm,10/20/2019 7:54pm,Howard Plaza Towers East
Threats to do Bodily Harm,19-1270,10/21/2019 1:00am,10/20/2019 12:00pm,I-Lab
Unlawful Entry,19-1271,10/21/2019 4:12pm,10/21/2019 4:12pm,Howard Plaza Towers East
Fire Alarm Activation,19-1272,10/21/2019 5:49pm,10/21/2019 5:49pm,College Hall South
Fire Alarm Activation,19-1273,10/21/2019 5:40pm,10/21/2019 5:40pm,College Hall North
Sick Person,19-1274,10/21/2019 7:30pm,10/21/2019 7:30pm,Locke Hall
Found Property,19-1275,10/21/2019 6:01pm,10/21/2019 6:01pm,Founders Library
Damaged Property,19-1276,10/22/2019 12:34pm,10/22/2019 12:04pm,Holy Cross Hall
Lost Property,19-1277,10/22/2019 1:01pm,10/18/2019 10:00am,Founders Library
Fire Alarm Activation,19-1278,10/22/2019 3:43pm,10/22/2019 3:43pm,Cook Hall
Unlawful Entry,19-1279,10/22/2019 7:12pm,10/22/2019 7:12pm,Banneker South Parking Lot
Destruction of Property,19-1280,10/23/2019 12:04am,10/23/2019 12:04am,Howard Plaza Towers East
Unlawful Entry,19-1281,10/23/2019 9:31am,10/23/2019 9:31am,CB Powell
Aggravated Assault,19-1282,10/23/2019 4:06pm,10/23/2019  4:00pm,Howard University Hospital
Aggravated Assault,19-1283,10/23/2019 3:35pm,10/23/2019 3:00pm,Adams Building
Damaged Property,19-1284,10/24/2019 11:01am,10/24/2019 10:04am,Howard University Hospital
Miscellaneous,19-1285,10/24/2019 2:23pm,10/24/2019 2:01pm,Howard Plaza Towers West
Fire Alarm Activation,19-1286,10/24/2019 6:20pm,10/24/2019 6:20pm,Axis Building
Vehicle Accident,19-1287,10/24/2019 9:13pm,10/24/2019 9:13pm,2400 block 4th Street NW
Fire Alarm Activation,19-1288,10/24/2019 11:05pm,10/24/2019 11:05pm,Howard Plaza Towers West
Fire Alarm Activation,19-1289,10/25/2019 1:23am,10/25/2019 1:23am,Cook Hall
Damaged Property,19-1290,10/25/2019 8:30am,10/25/2019 7:15am,School of Business
Miscellaneous,19-1291,10/25/2019 11:40am,10/24/2019 6:04pm,Howard University Hospital
Disorderly Conduct,19-1292,10/25/2019 4:18pm,10/25/2019 4:15pm,Ralph Bunch Building
Fire Alarm Activation,19-1293,10/26/2019 7:54am,10/26/2019 7:54am,Bethune Annex
Damaged Property,19-1294,10/26/2019 11:45am,10/26/2019 11:33am,East Towers Parking Lot
Fire Alarm Activation,19-1295,10/26/2019 4:04pm,10/26/2019 4:04pm,College Hall North
Sick Person,19-1296,10/26/2019 9:32pm,10/26/2019 9:32pm,HURB 1 Lot
Student Misconduct,19-1297,10/27/2019 1:14am,10/27/2019 1:14am,Howard Plaza Towers East
Disorderly Conduct,19-1298,10/27/2019 1:34am,10/27/2019 1:34am,Howard University Hospital
Theft From Auto,19-1299,10/27/2019 3:39pm,10/27/2019 3:20pm,Mackey Lot
Theft From Auto,19-1300,10/27/2019 4:13pm,10/27/2019 3:45pm,Greene Stadium Lot
Fire Alarm Activation,19-1301,10/27/2019 6:10pm,10/27/2019 6:10pm,Quadrangle
Sick Person,19-1302,10/27/2019 7:30pm,10/27/2019 7:30pm,Baldwin Hall
Miscellaneous,19-1303,10/27/2019 8:29pm,10/27/2019 7:45pm,Howard University Hospital
Sick Person,19-1304,10/27/2019 8:32pm,10/27/2019 8:32pm,Wheatley Hall
Lost Property,19-1305,10/27/2019 9:07pm,10/24/2019 12:00pm,Howard University Hospital
Simple Assault,19-1306,10/27/2019 8:09pm,10/27/2019 8:09pm,Howard Center
Burglary 2,19-1307,10/28/2019 9:42am,10/24/2019 12:00pm,Howard Plaza Towers West
Sick Person,19-1308,10/28/2019 5:23pm,10/28/2019 5:23pm,I-Lab
Injured Person,19-1309,10/28/2019 6:28pm,10/28/2019 6:20pm,Greene Stadium
Damaged Property,19-1310,10/28/2019 8:31pm,10/25/2019 6:00pm,2500 Block Sherman Avenue
Student Misconduct,19-1311,10/29/2019 1:36am,10/29/2019 1:36am,Undergraduate Library
Fraud,19-1312,10/29/2019 11:30am,10/29/2019 11:20am,Howard Plaza Towers West
Miscellaneous,19-1313,10/29/2019 5:40pm,10/29/2019 5:40pm,HU Service Center
Lost Property,19-1314,10/29/2019 9:04pm,10/29/2019 5:30pm,Architecture and Planning
Found Property,19-1315,10/30/2019 3:35am,10/30/2019 3:35am,School of Business
Fire Alarm Activation,19-1316,10/30/2019 7:28am,10/30/2019 7:28am,Quadrangle
Fire Alarm Activation,19-1317,10/30/2019 9:44am,10/30/2019 9:44am,Bethune Annex
Vehicle Accident,19-1318,10/30/2019 2:48pm,10/30/2019 2:48pm,500 block W  Street
Injured Person,19-1319,10/31/2019 7:26am,10/31/2019 7:15am,Howard University Hospital
Vehicle Accident,19-1320,10/31/2019 12:13pm,10/31/2019 12:13pm,Cook Hall
Fire Alarm Activation,19-1321,10/31/2019 5:24pm,10/31/2019 5:24pm,Physics Building
Robbery Snatch,19-1322,10/31/2019 8:35pm,10/31/2019 8:35pm,Georgia & Howard Place
Lost Property,19-1323,10/31/2019 9:15pm,10/31/2019 9:15pm,Howard University Hospital
Sick Person,19-1324,10/31/2019 9:26pm,10/31/2019 9:26pm,Bethune Annex
Sick Person,19-1325,11/1/2019 12:10am,11/1/2019 12:10am,Bethune Annex
Miscellaneous,19-1326,11/1/2019 9:10am,10/31/2019 12:23pm,Middle School
Miscellaneous,19-1327,11/1/2019 1:10pm,11/1/2019 1:10pm,Childers Lot
Fire Alarm Activation,19-1328,11/1/2019 5:09pm,11/1/2019 5:09pm,College Hall South
Stolen Auto,19-1329,11/1/2019 6:53pm,11/1/2019 6:15pm,A-1 Rear Parking Lot
Sick Person,19-1330,11/1/2019 6:30pm,11/1/2019 6:30pm,Ira Aldridge Theater
Fire Alarm Activation,19-1331,11/2/2019 1:26am,11/2/2019 1:26am,College Hall South
Sick Person,19-1332,11/2/2019 2:28am,11/2/2019 2:28am,Cook Hall
Simple Assault,19-1333,11/2/2019 2:22am,11/2/2019 2:22am,Howard Plaza Towers East
Panhandling,19-1334,11/2/2019 8:38am,11/2/2019 8:38am,Howard University Hospital
Injured Person,19-1335,11/2/2019 12:44pm,11/2/2019 12:00pm,Burr Gym
Student Misconduct,19-1336,11/2/2019 7:34pm,11/2/2019 7:34pm,Cook Hall
Suspicious Odor,19-1337,11/2/2019 7:40pm,11/2/2019 7:40pm,Cook Hall
Student Misconduct,19-1338,11/3/2019 1:24am,11/3/2019 1:24am,Main Yard
Armed Robbery,19-1339,11/3/2019 2:36am,11/3/2019 2:36am,Rankin Chapel
Theft From Auto,19-1340,11/3/2019 2:42pm,11/3/2019 12:37am,East Towers Parking Lot
Miscellaneous,19-1341,11/3/2019 3:50pm,11/3/2019 3:50pm,Howard Plaza Towers East
Miscellaneous,19-1342,11/3/2019 9:34pm,11/2/2019 2:00am,Howard Plaza Towers East
Student Misconduct,19-1343,11/4/2019 10:50am,11/4/2019 10:50am,Cook Hall
Theft From Auto,19-1344,11/4/2019 8:38pm,11/4/2019 8:38pm,A1 Rear Parking Lot
Sick Person,19-1345,11/4/2019 9:30pm,11/4/2019 9:30pm,College Hall North
Fire Alarm Activation,19-1346,11/5/2019 12:39pm,11/5/2019 12:39pm,Frazier Hall
Recovered Property,19-1347,11/5/2019 8:12am,11/5/2019 8:12am,College Hall South
Theft From Auto,19-1348,11/5/2019 1:06pm,11/5/2019 11:30am,Georgia & Irving Street
Theft From Auto,19-1349,11/5/2019 1:46pm,11/5/2019 1:46pm,A-2 Garage
Stolen Auto,19-1350,11/5/2019 3:59pm,11/5/2019 12:45pm,A-2 Garage
Found Property,19-1351,11/5/2019 3:47pm,11/5/2019 3:47pm,A-2 Garage
Theft From Auto,19-1352,11/5/2019 8:06pm,11/5/2019 7:15pm,East Towers Parking Lot
Theft From Auto,19-1353,11/5/2019 10:37pm,11/5/2019 10:00pm,A-2 Garage
Theft From Auto,19-1354,11/6/2019 7:15am,11/6/2019 7:10am,East Towers Parking Lot
Theft 2,19-1355,11/6/2019 9:16am,11/5/2019 1:00pm,Mudd Building
Theft 1,19-1356,11/6/2019 11:34am,10/21/2019 10:00am,College of Dentistry
Theft 2,19-1357,11/6/2019 1:41pm,11/6/2019 1:41pm,Blackburn Center
Theft 2,19-1358,11/6/2019 5:03pm,11/6/2019 4:40pm,HUIRB
Theft 2,19-1359,11/6/2019 6:41pm,10/31/2019 9:00pm,Off Campus
PWID,19-1360,11/6/2019 2:58pm,11/6/2019 2:58pm,Howard Plaza Towers East
Stolen Auto,19-1361,11/6/2019 8:58pm,11/6/2019 8:20pm,A-2 Garage
Hazardous Water Leak,19-1362,11/6/2019 9:31pm,11/6/2019 9:31pm,Engineering Building
Sexual Assault,19-1363,11/6/2019 9:31pm,10/25/2019 11:00pm,Off Campus
Unlawful Entry,19-1364,11/6/2019 8:11pm,11/6/2019 8:11pm,Howard Plaza Towers West
Fire Alarm Activation,19-1365,11/7/2019 2:00am,11/7/2019 2:00am,Frazier Hall
Found Property,19-1366,11/7/2019 8:38am,11/7/2019 8:38am,Howard University Hospital
Damaged Property,19-1367,11/7/2019 11:44am,11/6/2019 6:30pm,College of Dentistry
Theft From Auto,19-1368,11/7/2019 2:20pm,11/7/2019 2:20pm,Howard University Hospital
Sick Person,19-1369,11/7/2019 5:11pm,11/7/2019 5:11pm,Cook Hall
Damaged Property,19-1370,11/7/2019 9:26pm,11/7/2019 8:00pm,A-1 Rear Parking Lot
Fire,19-1371,11/8/2019 9:41am,11/8/2019 9:41am,Howard Plaza Towers West
Sick Person,19-1372,11/8/2019 4:58pm,11/8/2019 4:58pm,Founders Library
Student Misconduct,19-1373,11/8/2019 7:21pm,11/8/2019 7:21pm,College Hall South
Lost Property,19-1374,11/9/2019 12:59pm,11/9/2019 12:59pm,Howard University Hospital
Theft From Auto,19-1375,11/9/2019 4:04pm,11/9/2019 3:45pm,600 Block Girard Street NW
Theft From Auto,19-1376,11/9/2019 4:23pm,11/9/2019 4:10pm,600 Block Girard Street NW
Fire Alarm Activation,19-1377,11/9/2019 8:08pm,11/9/2019 8:08pm,College Hall North
Theft From Auto,19-1378,11/10/2019 12:31pm,11/10/2019 12:31pm,East Towers Parking Lot
Sick Person,19-1379,11/10/2019 5:40pm,11/10/2019 5:40pm,Howard Plaza Towers East
Fire Alarm Activation,19-1380,11/10/2019 6:21pm,11/10/2019 6:21pm,Wheatley Hall
Vehicle Accident,19-1381,11/11/2019 1:57pm,11/11/2019 1:57pm,Howard University Hospital
Fire Alarm Activation,19-1382,11/11/2019 9:22pm,11/11/2019 9:22pm,Quadrangle
Lost Property,19-1383,11/12/2019 11:35am,11/9/2019 12:00pm,Howard Plaza Towers West
Theft 1,19-1384,11/12/2019 12:43pm,9/1/2019 12:100pm,Cook Hall
Sick Person,19-1385,11/12/2019 1:21pm,11/12/2019 1:21pm,Fine Arts
Lost Property,19-1386,11/12/2019 2:33pm,11/7/2019 7:00am,Blackburn Center
Miscellaneous,19-1387,11/12/2019 4:10pm,11/12/2019 4:10pm,Off Campus
Harassment,19-1388,11/12/2019 3:44pm,11/12/2019 3:44pm,Mudd Building
Lost Property,19-1389,11/13/2019 1:56am,11/13/2019 1:45am,Engineering Building
Fire,19-1390,11/13/2019 6:07am,11/13/2019 6:07am,Wonder Plaza Lot
Destruction of Property,19-1391,11/13/2019 9:12am,11/13/2019 8:50am,Chemical Engineering Building
Theft 1,19-1392,11/13/2019 11:13am,11/13/2019 11:13am,School of Business
Fire Alarm Activation,19-1393,11/13/2019 11:18am,11/13/2019 11:18am,Howard University Hospital
Fire Alarm Activation,19-1394,11/13/2019 11:25am,11/13/2019 11:25am,Bethune Annex
Injured Person,19-1395,11/13/2019 12:24pm,11/13/2019 12:24pm,Founders Library
Sick Person,19-1396,11/13/2019 3:46pm,11/13/2019 3:46pm,Howard Plaza Towers West
Theft From Auto,19-1397,11/13/2019 6:14pm,11/13/2019 4:35pm,Howard University Hospital
Injured Person,19-1398,11/14/2019 2:17pm,11/14/2019 2:10pm,Banneker North Trailers
Fire Alarm Activation,19-1399,11/14/2019 2:52pm,11/14/2019 2:52pm,Howard University Hospital
Simple Assault,19-1400,11/14/2019 4:24pm,11/14/2019 4:24pm,Middle School
Assault on a Police Officer,19-1401,11/15/2019 1:22am,11/15/2019 1:22am,Howard University Hospital
Sick Person,19-1402,11/15/2019 4:34am,11/15/2019 4:34am,A1 Rear Parking Lot
Hazardous Water Leak,19-1403,11/15/2019 1:13pm,11/15/2019 8:35am,Howard University Hospital
Theft 2,19-1404,11/15/2019 1:15pm,11/15/2019 7:45am,Howard University Hospital
Damaged Property,19-1405,11/15/2019 2:01pm,11/15/2019 2:01pm,College Hall North
Simple Assault,19-1406,11/15/2019 11:45pm,11/15/2019 11:45pm,Howard Plaza Towers East
Fire Alarm Activation,19-1407,11/16/2019 1:18am,11/16/2019 1:18am,Administration Building
Sexual Assault,19-1408,11/16/2019  12:26am,11/9/2019 12:00am,Off Campus
Theft From Auto,19-1409,11/16/2019 1:21am,11/16/2019 1:20am,Cook Hall
Unlawful Entry,19-1410,11/16/2019 8:37am,11/16/2019 8:37am,Howard University Hospital
Miscellaneous,19-1411,11/16/2019 1:50pm,11/16/2019 1:50pm,Bethune Annex
Lost Property,19-1412,11/16/2019 5:03pm,11/16/2019 5:03pm,Howard University Hospital
Fire Alarm Activation,19-1413,11/17/2019 12:09am,11/17/2019 12:09am,College Hall South
Theft From Auto,19-1414,11/17/2019 1:43am,11/17/2019 1:40am,HURB 1
Hazardous Water Leak,19-1415,11/17/2019 3:58am,11/17/2019 3:58am,Howard University Hospital
Fire Alarm Activation,19-1416,11/17/2019 9:46am,11/17/2019 9:46am,Bethune Annex
Lost Property,19-1417,11/17/2019 1:02pm,11/17/2019 1:02pm,Howard University Hospital
Destruction of Property,19-1418,11/17/2019 3:43pm,11/17/2019 3:43pm,West Campus
Student Misconduct,19-1419,11/18/2019 1:22am,11/18/2019 1:22am,Howard Plaza Towers West
Found Property,19-1420,11/18/2019 8:12am,11/18/2019 8:12am,Howard Plaza Towers West
Burglary 1,19-1421,11/18/2019 10:23pm,11/18/2019 7:07pm,Howard Plaza Towers East
Sick Person,19-1422,11/18/2019 11:29pm,11/18/2019 11:29pm,Cook Hall
Fire Alarm Activation,19-1423,11/19/2019 12:25am,11/19/2019 12:25am,Bethune Annex
Found Property,19-1424,11/19/2019 1:27pm,11/19/2019 1:27pm,Howard University Hospital
Damaged Property,19-1425,11/19/2019 2:03pm,11/19/2019 2:00pm,Miner Building
Miscellaneous,19-1426,11/19/2019 4:39pm,11/19/2019 4:39pm,Howard Plaza Towers East
Sick Person,19-1427,11/19/2019 5:47pm,11/19/2019 5:47pm,Medical Arts Building
Sick Person,19-1428,11/19/2019 6:49pm,11/19/2019 6:49pm,Howard Plaza Towers West
Miscellaneous,19-1429,11/19/2019 11:58pm,11/19/2019 9:50pm,Bethune Annex
Simple Assault,19-1430,11/20/2019 11:22am,11/20/2019 10:30am,Howard Plaza Towers West
Found Property,19-1431,11/20/2019 1:07pm,11/20/2019 11:30am,HU Service Center
Found Property,19-1432,11/20/2019 2:51pm,11/20/2019 1:20pm,Howard University Hospital
Theft 2,19-1433,11/20/2019 3:01pm,11/20/2019 2:45pm,School of Business
Destruction of Property,19-1434,11/20/2019 4:30pm,11/20/2019 3:45pm,West Campus
Found Property,19-1435,11/20/2019 4:16pm,11/20/2019 4:10pm,Georgia Avenue Lot
Lost Property,19-1436,11/20/2019 5:31pm,11/20/2019 5:31pm,Howard University Hospital
Hazardous Elevator,19-1437,11/20/2019 11:56pm,11/20/2019 11:56pm,Truth Hall
Sick Transport,19-1438,11/21/2019 12:16am,11/21/2019 12:16am,Axis Building
Miscellaneous,19-1439,11/21/2019 4:38am,11/21/2019 4:38am,Howard Plaza Towers East
Damaged Property,19-1440,11/21/2019 10:17am,11/21/2019 10:17am,A1 Rear Parking Lot
Sick Person,19-1441,11/21/2019 5:40pm,11/21/2019 5:40pm,Blackburn Center
Sick Person,19-1442,11/21/2019 6:21pm,11/21/2019 6:21pm,College Hall South
Theft From Auto,19-1443,11/21/2019 6:17pm,11/21/2019 6:17pm,Banneker South Parking Lot
Fire Alarm Activation,19-1444,11/21/2019 9:31pm,11/21/2019 9:31pm,Crandall Hall
Lost Property,19-1445,11/22/2019 7:52am,11/22/2019 6:30am,College Hall South
Theft 1,19-1446,11/22/2019 9:48pm,11/21/2019 9:30am,CB Powell
Fire Alarm Activation,19-1447,11/22/2019  12:30pm,11/22/2019  12:30pm,College Hall South
Sick Person,19-1448,11/22/2019 12:58pm,11/22/2019 12:58pm,Bethune Annex
Theft From Auto,19-1449,11/22/2019 1:51pm,11/22/2019 1:30pm,Greene Stadium Lot
Fire Alarm Activation,19-1450,11/22/2019 4:25pm,11/22/2019 4:25pm,Howard Center 2
Fire Alarm Activation,19-1451,11/22/2019 9:08pm,11/22/2019 9:06pm,Bethune Annex
Student Misconduct,19-1452,11/22/2019 10:42pm,11/22/2019 10:42pm,College Hall South
Hazardous Elevator,19-1453,11/23/2019 4:49pm,11/23/2019 4:49pm,Greene Stadium
Lost Property,19-1454,11/23/2019 7:48pm,11/23/2019 12:45pm,Fine Arts
Sick Person,19-1455,11/24/2019 12:27pm,11/24/2019 11:30am,Howard University Hospital
Fire Alarm Activation,19-1456,11/24/2019 1:24pm,11/24/2019 1:24pm,Bethune Annex
Simple Assault,19-1457,11/24/2019 8:23pm,11/24/2019 5:00pm,Howard University Hospital
Unlawful Entry,19-1458,11/25/2019 11:28am,11/25/2019 11:28am,Howard Plaza Towers East
Health & Welfare Check,19-1459,11/25/2019 12:17pm,11/25/2019 12:17pm,College Hall North
Vehicle Accident,19-1460,11/25/2019 12:59pm,11/25/2019 12:55pm,Georgia Avenue & Bryant St.
Theft 1,19-1461,11/25/2019 11:35am,11/25/2019 11:35am,College of Dentistry
Hazardous Water Leak,19-1462,11/25/2019 5:38pm,11/25/2019 5:38pm,Burr Gym
Found Property,19-1463,11/26/2019 9:55am,11/26/2019 9:55am,HU Service Center
Damaged Property,19-1464,11/26/2019 10:58am,10/26/2019 2:30pm,East Towers Parking Lot
Theft 2,19-1465,11/26/2019 11:21am,11/26/2019 8:40am,College Hall South
Damaged Property,19-1466,11/26/2019 3:19pm,11/26/2019 3:04pm,Banneker South Parking Lot
Lost Property,19-1467,11/27/2019 1:19am,11/27/2019 1:19am,Carnegie Hall
Injured Person,19-1468,11/27/2019 6:34am,11/27/2019 6:30am,Howard Plaza Towers
Student Misconduct,19-1469,11/27/2019 11:58am,11/27/2019 3:30am,Bethune Annex
Fire Alarm Activation,19-1470,11/27/2019 12:06pm,11/27/2019 12:06pm,College Hall South
Unlawful Entry,19-1471,11/28/2019 7:21am,11/28/2019 5:30am,Howard University Hospital
Unlawful Entry,19-1472,11/28/2019 8:30am,11/28/2019 7:30am,HU Service Center
Fire Alarm Activation,19-1473,11/28/2019 9:07pm,11/28/2019 9:07pm,College Hall North
Fire Alarm Activation,19-1474,11/29/2019 2:28pm,11/29/2019 2:28pm,Bethune Annex
Disorderly Conduct,19-1475,11/29/2019 9:24pm,11/29/2019 9:24pm,Wonder Plaza
Hazardous Water Leak,19-1476,11/29/2019 10:35pm,11/29/2019 10:35pm,West Campus
Miscellaneous,19-1477,11/30/2019 4:18am,11/30/2019 4:18am,Cook Hall
Suspicious Person,19-1478,11/30/2019 2:38pm,11/30/2019 2:38pm,Bookstore
Damaged Property,19-1479,12/02/2019 1:15am,12/02/2019 1:15am,Howard University Hospital
Found Property,19-1480,12/02/2019 10:32am,12/01/2019 8:00am,Drew Hall
Fire,19-1481,12/02/2019 10:57am,12/02/2019- 10:30am,Howard University Hospital
Sick Person,19-1482,12/02/2019 12:16pm,12/02/2019 12:16pm,Bethune Annex
Sick Person,19-1483,12/02/2019 3:00pm,12/02/2019 3:00pm,Administration Lot
Shoplifting,19-1484,12/02/2019 6:16pm,12/02/2019 6:16pm,Bookstore
Lost Property,19-1485,12/03/2019 6:25am,12/01/2019 11:50pm,Axis Building
Fire Alarm Activation,19-1486,12/03/2019 8:26am,12/03/2019 8:26am,College Hall South
Injured Person,19-1487,12/03/2019 10:55am,12/03/2019 10:30am,Howard University Hospital
Theft From Auto,19-1488,12/03/2019 11:39am,12/03/2019 11:39am,East Towers Parking Lot
Fire Alarm Activation,19-1489,12/03/2019 9:21pm,12/03/2019 9:21pm,Quadrangle
Theft 2,19-1490,12/03/2019 11:35pm,12/03/2019 11:30am,College Hall South
Miscellaneous,19-1491,12/04/2019 7:37pm,12/04/2019 6:00pm,Howard University Hospital
Fire Alarm Activation,19-1492,12/04/2019 11:21pm,12/04/2019 11:21pm,Frazier Hall
Domestic Violence,19-1493,12/04/2019 9:46pm,12/04/2019 9:00pm,Howard Plaza Towers West
Fire Alarm Activation,19-1494,12/05/2019 9:14am,12/05/2019 9:14am,College Hall South
Lost Property,19-1495,12/05/2019 1:41pm,12/05/2019 11:00am,Drew Hall
Threats,19-1496,12/05/2019 5:47pm,12/05/2019 4:40pm,Howard University Hospital
Damaged Property,19-1497,12/05/2019 6:39pm,12/05/2019 6:15pm,2300 Block 6th Street
Student Misconduct,19-1498,12/05/2019 10:08pm,12/05/2019 10:00pm,Founders Library
Fire Alarm Activation,19-1499,12/06/2019 1:29am,12/06/2019 1:29am,Quadrangle
Fire Alarm Activation,19-1500,12/06/2019 8:25am,12/06/2019 8:25am,Quadrangle
Found Property,19-1501,12/06/2019 9:12am,12/06/2019 8:30am,Howard Manor
Code Pink,19-1502,12/06/2019 4:49pm,12/06/2019 4:49pm,Howard University Hospital
Miscellaneous,19-1503,12/06/2019 9:40pm,12/06/2019 6:43pm,Howard University Hospital
Fire Alarm Activation,19-1504,12/07/2019 7:44am,12/07/2019 7:44am,Quadrangle
Found Property,19-1505,12/07/2019 9:07am,12/07/2019 9:00am,Social Work
Robbery Snatch,19-1506,12/07/2019 5:41pm,12/07/2019 5:41pm,Axis Building
ADW/Gun,19-1507,12/08/2019 2:44am,12/08/2019 2:44am,Off Campus
Found Property,19-1508,12/08/2019 8:18am,12/08/2019 8:18am,Engineering Building
Fire Alarm Activation,19-1509,12/08/2019 9:24am,12/08/2019 9:24am,Quadrangle
Domestic Violence,19-1510,12/08/2019 9:33am,12/07/2019 1:32am,Howard Plaza Towers West
Miscellaneous,19-1511,12/08/2019 5:40pm,12/08/2019 5:40pm,Howard Plaza Towers East
Theft 1,19-1512,12/09/2019 10:29am,12/09/2019 10:00am,Howard University Hospital
Sick Person,19-1513,12/09/2019 11:46am,12/09/2019 11:46am,Howard Plaza Towers West
Unlawful Entry,19-1514,12/09/2019 11:07am,12/09/2019 11:07am,School of Business
Lost Property,19-1515,12/09/2019 6:06pm,12/09/2019 12:00am,Cook Hall
Sick Person,19-1516,12/09/2019 11:12pm,12/09/2019 11:12pm,College Hall North
Assault on a Police Officer,19-1517,12/10/2019 3:04am,12/10/2019 3:04am,Howard University Hospital
Fire Alarm Activation,19-1518,12/10/2019 7:07am,12/10/2019 7:07am,Howard Plaza Towers East
Sick Person,19-1519,12/10/2019 10:53am,12/10/2019 10:53am,Mental Health Clinic
Theft From Auto,19-1520,12/10/2019 4:06pm,12/10/2019 4:00pm,Greene Stadium Lot
Injured Person,19-1521,12/13/2019 10:57am,12/10/2019 10:22am,Howard University Hospital
Lost Property,19-1522,12/13/2019 2:49pm,12/13/2019 2:45pm,Howard Plaza Towers West
Hazardous Elevator,19-1523,12/13/2019 11:23pm,12/13/2019 11:23pm,Crandall Hall
Hit and Run,19-1524,12/14/2019 12:16am,12/14/2019 12:16am,4th & Bryant Street
Destruction of Property,19-1525,12/14/2019 10:22am,12/14/2019 8:00am,Banneker South Parking Lot
Theft 2,19-1526,12/14/2019 3:29pm,12/14/2019 3:15pm,Starbucks
Vandalism,19-1527,12/16/2019 12:20pm,12/12/2019 9:50am,West Campus
Unlawful Entry,19-1528,12/17/2019 8:12am,12/17/2019 8:12am,Howard University Hospital
Hazardous Water Leak,19-1529,12/17/2019 9:40am,12/17/2019 9:40am,Howard University Hospital
Found Property,19-1530,12/17/2019 12:18pm,12/17/2019 12:18pm,Howard University Hospital
