NATURES OF CRIMES,CASE NUMBERS,"DATE/TIMEREPORTED","DATE/TIMEOCCURRED",GENERAL LOCATION
Theft from Auto,14-1330,11-04-14/1627,11-04-14/1627,2300 11th St. NW,Active
Theft II,14-1331,11-04-14/1645,11-04-14/1643,Business District,Active
Injured Person,14-1332,11-04-14/2049,11-04-14/2049,Fine Arts Building,Active
Sick Person,14-1333,11-05-14/1132,11-05-14/1132,Cook Hall,Inactive
Sick Person,14-1334,11-05-14/1300,11-05-14/1233,Blackburn Center,Inactive
Unlawful Entry,14-1335,11-05-14/1309,11-05-14/1305,Burr Gymnasium,Active
Damaged Property,14-1336,11-05-14/1335,11-05-14/1338,C.B. Powell Building,Inactive
Damaged Property,14-1337,11-05-14/1618,11-05-14/1618,HU Hospital,Inactive
Injured Person,14-1338,11-05-14/1704,11-05-14/1704,Service Center,Inactive
Vehicle Accident,14-1339,11-05-14/1926,11-05-14/1926,HU Hospital,Active
Lost Property,14-1340,11-05-14/2123,11-05-14/2123,Mudd Building,Inactive
Student Misconduct,14-1341,11-06-14/1230,11-06-14/1230,Annex I,Active
Vehicle Accident,14-1342,11-06-14/1344,11-06-14/1344,Plaza Towers,Active
Sick Person,14-1343,11-06-14/1658,11-06-14/1652,Service Center,Inactive
Miscellaneous,14-1344,11-06-14/1915,11-06-14/1915,College Hall South,Inactive
Miscellaneous,14-1345,11-06-14/2110,11-06-14/2110,College Hall South,Inactive
Attempt Suicide,14-1346,11-07-14/0411,11-07-14/0405,Quadrangle Hall,Active
Fire Alarm Activation,14-1347,11-07-14/1013,11-07-14/1013,College Hall South,Inactive
Fire,14-1348,11-07-14/1036,11-07-14/1036,Blackburn Center,Active
Miscellaneous,14-1349,11-07-14/1447,11-07-14/1401,Service Center,Inactive
Student Misconduct,14-1350,11-07-14/1420,11-07-14/1420,Plaza Towers,Active
Fire,14-1351,11-07-14/2103,11-07-14/2104,Howard Manor,Active
Fire Alarm Activation,14-1352,11-08-14/0319,11-08-14/0313,Pharmacy Building,Inactive
Sick Transport,14-1353,11-08-14/0428,11-08-14/0421,College Hall North,Inactive
Simple Assault,14-1354,11-09-14/0407,11-09-14/0400,Upper Campus,Active
Sick Person,14-1355,11-09-14/1650,11-09-14/1650,Blackburn Center,Inactive
Suspicious Odor,14-1356,11-09-14/2005,11-09-14/1800,Drew Hall,Active
Fire Alarm Activation,14-1357,11-10-14/0201,11-10-14/0201,Mudd Building,Inactive
Lost Property,14-1358,11-10-14/0815,11-10-14/0814,Plaza Towers,Inactive
Lost Property,14-1359,11-10-14/1115,11-10-14/1113,Dispatch SOCC,Inactive
Theft II,14-1360,11-10-14/1630,11-10-14/1459,Dental School,Active
Loud Noise,14-1361,11-11-14/0106,11-11-14/0106,Plaza Towers,Inactive
Loud Noise,14-1362,11-11-14/0126,11-11-14/0122,Off Campus,Inactive
Sick Person,14-1363,11-11-14/0149,11-11-14/0148,Service Center,Inactive
Hazardous Water Leak,14-1364,11-11-14/0114,11-11-14/0114,East Campus,Inactive
Theft II,14-1365,11-11-14/1301,11-11-14/1300,Bookstore,Active
Destruction Of Property,14-1366,11-11-14/1612,11-11-14/1612,College Hall South,Active
Destruction Of Property,14-1367,11-11-14/1654,11-11-14/1654,Off Campus,Active
Lost Property,14-1368,11-11-14/1809,11-11-14/1804,Off Campus,Inactive
Sick Person,14-1369,11-12-14/0257,11-12-14/0257,HU Hospital,Inactive
Sick Person,14-1370,11-12-14/0328,11-12-14/0322,HU Hospital,Inactive
Theft  II,14-1371,11-12-14/0803,11-12-14/0803,Service Center,Active
Vehicle Accident,14-1372,11-12-14/0814,11-12-14/0814,Cook Hall,Active
Disoderly,14-1373,11-12-14/0025,11-12-14/1134,College Hall North,Active
Theft from Auto,14-1374,11-12-14/1900,11-12-14/1319,5th & W St. NW,Active
Theft II,14-1375,11-12-14/1328,11-12-14/1325,Blackburn Center,Active
Robbery Snatch,14-1376,11-12-14/1424,11-12-14/1419,"Mudd Building / 520 W Street, NW",Active
Hazardous Elevator,14-1377,11-12-14/1755,11-12-14/1755,Quadrangle Hall,Inactive
Miscellaneous,14-1378,11-12-14/2019,11-12-14/2025,Social Work,Inactive
Vehicle Accident,14-1379,11-13-14/1149,11-13-14/1145,Lower Campus,Active
Lost Property,14-1380,11-13-14/1307,11-13-14/1306,Mudd Building,Inactive
Sick Person,14-1381,11-13-14/1346,11-13-14/1346,Blackburn Center,Inactive
Student Misconduct,14-1382,11-13-14/1601,11-13-14/1601,Plaza Towers,Active
Injured Person,14-1383,11-13-14/1912,11-13-14/1912,Burr Gymnasium,Inactive
Theft I,14-1384,11-13-14/2024,11-13-14/2024,Burr Gymnasium,Active
Sick Person,14-1385,11-14-14/0017,11-14-14/0012,HU Hospital,Inactive
Fire Alarm Activation,14-1386,11-14-14/0100,11-14-14/0106,Slowe Hall,Inactive
Unlawful Entry,14-1387,11-14-14/0429,11-14-14/0429,Plaza Towers,Active
Student Misconduct,14-1388,11-14-14/0430,11-14-14/0519,Plaza Towers,Active
Student Misconduct,14-1389,11-14-14/1631,11-14-14/1631,Plaza Towers,Active
Student Misconduct,14-1390,11-14-14/2115,11-14-14/2113,Quadrangle Hall,Active
Fire Alarm Activation,14-1391,11-15-14/0113,11-15-14/0110,Plaza Towers,Inactive
Sick Transport,14-1392,11-15-14/0905,11-15-14/0904,Drew Hall,Inactive
Sick Person,14-1393,11-15-14/1612,11-15-14/1612,Drew Hall,Inactive
Miscellaneous,14-1394,11-16-14/1616,11-16-14/1653,College Hall North,Inactive
Injured Person,14-1395,11-16-14/1806,11-16-14/1806,Drew Hall,Inactive
Fire Alarm Activation,14-1403,11-17-14/1010,11-17-14/1009,Annex I,Inactive
Fire,14-1404,11-17-14/2000,11-17-14/2000,Plaza Towers,Active
Sick Person,14-1405,11-17-14/2131,11-17-14/2131,College Hall North,Inactive
Theft I,14-1406,11-17-14/1802,11-17-14/2211,Law Library,Active
Fire Alarm Activation,14-1403,11-18-14/1010,11-18-14/1009,Annex I,Inactive
Fire,14-1404,11-18-14/2000,11-18-14/2000,Plaza Towers,Active
Sick Person,14-1405,11-18-14/2131,11-18-14/2131,College Hall North,Inactive
Theft I,14-1406,11-18-14/1802,11-18-14/2211,Law Library,Active
Sick Person,14-1407,11-19-14/0143,11-19-14/0132,HU Hospital,Inactive
Sick Person,14-1408,11-19-14/0532,11-19-14/0532,HU Hospital,Inactive
Miscellaneous,14-1409,11-19-14/0900,11-19-14/0849,East Campus,Inactive
Lost Property,14-1410,11-19-14/1257,11-19-14/1257,District SOCC,Inactive
Sick Person,14-1411,11-19-14/1508,11-19-14/1508,Bethune Hall,Inactive
Injured Person,14-1412,11-19-14/1608,11-19-14/1550,Service Center,Inactive
Sick Person,14-1413,11-19-14/2230,11-19-14/2231,Adams Building,Inactive
Theft I,14-1414,11-20-14/0046,11-20-14/0046,Slowe Hall,Active
Threats,14-1415,11-20-14/1414,11-20-14/1418,Blackburn Center,Active
Theft II,14-1416,11-20-14/1446,11-20-14/1436,Fine Arts Building,Active
Fire,14-1417,11-20-14/1822,11-20-14/1822,Plaza Towers,Active
Theft II,14-1418,11-20-14/1953,11-20-14/1953,Burr Gymnsaiun,Active
Theft From Auto 14-1419,,11-20-14/2035,11-20-14/2035,Childers Lot,Active
Sick Person 14-1420,,11-21-14/0200,11-21-14/0157,HU Hospital,Inactive
Sick Person 14-1421,,11-21-14/0601,11-21-14/0559,Quadrangle Hall,Inactive
Disorderly 14-1422,,11-21-14/1319,11-21-14/1315,Blackburn Center,Active
Sick Person 14-1423,,11-21-14/1000,11-21-14/1000,Bethune Annex,Inactive
Theft Ii 14-1424,,11-21-14/1530,11-21-14/1428,Adams Building,Active
Attempt Suicide 14-1425,,11-21-14/2202,11-21-14/2202,Quadrangle Hall,Active
Loud Noise 14-1426,,11-22-14/0121,11-22-14/0109,727 Gesham Pl. NW,Active
Sick Person 14-1427,,11-22-14/0138,11-22-14/0138,727 Gesham Pl. NW,Inactice
Sick Person 14-1428,,11-22-14/0205,11-22-14/0205,Quadrangle Hall,Inactice
Unlawful Entry 14-1429,,11-22-14/1030,11-22-14/0444,HU Hospital,Active
Lost Property 14-1430,,11-22-14/2230,11-22-14/2153,Plaza Towers,Inactice
Robbery Force /Domestic Vio1le4n-c1e431,,11-23-14/0008,11-23-14/2330,Plaza Towers,Inactive
Destruction Of Property 14-1432,,11-23-14/0735,11-23-14/0735,Slowe Hall,Active
No Report 14-1433,,11-23-14/,11-23-14/,,
Sick Person 14-1434,,11-23-14/2025,11-23-14/2025,Blackburn Center,Inactive
Lost Property 14-1435,,11-24-14/1056,11-24-14/1050,Blackburn Center,Inactive
Fire Alarm Activation 14-1436,,11-24-14/1110,11-24-14/1109,Plaza Towers,Inactive
Theft II 14-1437,,11-24-14/1318,11-24-14/1240,Mudd Building,Active
No Report 14-1438,,11-24-14/,11-24-14/,,
Theft II 14-1439,,11-24-14/1611,11-24-14/1611,Fine Arts Building,Active
Burglary I 14-1440,,11-24-14/1637,11-22-14/1000,Plaza Towers,Active
Miscellaneous 14-1441,,11-24-14/1600,11-24-14/1541,Lower Campus,Inactive
No Report 14-1442,,11-24-14/,11-24-14/,,
Student Misconduct 14-1443,,11-25-14/0945,11-25-14/0954,Douglass Hall,Active
Fire Alarm Activation 14-1444,,11-25-14/1323,11-25-14/1323,College Hall North,Inactive
Theft II 14-1445,,11-25-14/1700,11-25-14/1659,Mudd Building,Active
Miscellaneous 14-1446,,11-25-14/1721,11-25-14/1721,Plaza Towers,Inactive
Fire Alarm Activation 14-1447,,11-26-14/0528,11-26-14/0529,Slowe Hall,Inactive
Vehicle Accident 14-1448,,11-26-14/0924,11-26-14/0930,500 block Gresham Pl. NW,Active
Vehicle Accident 14-1449,,11-26-14/1200,11-26-14/1152,Service Centet,Active
Miscellaneous 14-1450,,11-26-14/1329,11-26-14/1300,Main Yard,Inactive
Fire Alarm Activation 14-1451,,11-26-14/1518,11-26-14/1518,HURB-1,Inactive
Miscellaneous 14-1452,,11-27-14/1311,11-27-14/1313,College Hall South,Inactive
Fire Alarm Activation,14-1453,11-28-14/0043,11-28-14/0043,HU Hospital,Inactive
Fire Alarm Activation,14-1454,11-28-14/1436,11-28-14/1436,Architecture & Planning,Inactive
Miscellaneous,14-1455,11-29-14/0225,11-29-14/0220,2500 5th St. NW,Inactive
Miscellaneous,14-1456,11-29-14/1616,11-29-14/1616,2300 block  9th St. NW,Inactive
Hazardous Elevator,14-1457,11-30-14/1323,11-30-14/1320,Plaza Towers,Inactive
Fire Alarm Activation,14-1458,11-30-14/2050,11-30-14/2046,Plaza Towers,Inactive
Destruction of Property,14-1459,12-01-14/0121,12-01-14/0121,Upper Campus,Active
Lost Property,14-1460,12-01-14/0627,12-01-14/0533,Wonder Plaza,Inactive
Fire Alarm Activation,14-1461,12-01-14/1315,12-01-14/1309,Mudd Building,Inactive
Stolen Auto,14-1462,12-01-14/2045,12-01-14/1830,500 Block of Gresham Pl,Active
Student Misconduct,14-1463,12-01-14/2354,12-01-14/2351,Bethune Annex,Active
Theft from Auto,14-1464,12-02-14/0124,12-02-14/0124,2300 block of 9th St. NW,Active
Damaged Property,14-1465,12-02-14/0712,12-02-14/0605,Service Center,Inactive
Destruction of Property,14-1466,12-02-14/1345,12-02-14/1345,Plaza Towers,Active
Damaged Property,14-1467,12-02-14/1510,12-02-14/1429,6OO Block of Girard St. NW,Inactive
Miscellaneous,14-1468,12-02-14/1601,12-02-14/1601,College Hall South,Inactive
Found Property,14-1469,12-02-14/1841,12-02-14/1830,Alley way Hobart Columbia Rd.,Inactive
Sick Person,14-1470,12-03-14/0250,12-03-14/0222,HU Hospital,Inactive
Miscellaneous,14-1471,12-03-14/0321,12-03-14/0321,Greene Stadium,Inactive
Miscellaneous,14-1472,12-03-14/0427,12-03-14/0427,Bethune Annex,Inactive
Miscellaneous,14-1473,12-03-14/1144,12-03-14/1130,Tech Center,Inactive
Fire Alarm Activation,14-1474,12-03-14/1254,12-03-14/1205,Cook Hall,Inactive
Sick Transport,14-1475,12-03-14/1300,12-03-14/1300,Plaza Towers,Inactive
Fire Alarm Activation,14-1476,12-04-14/0030,12-04-14/0029,Quadrangle Hall,Inactive
Miscellaneous,14-1477,12-04-14/0829,12-04-14/0805,Service Center,Inactive
Vehicle Accident,14-1478,12-04-14/1437,12-04-14/1437,Lower campus,Active
Sick Person,14-1479,12-04-14/1713,12-04-14/1713,Slowe Hall,Inactive
Damaged Property,14-1480,12-04-14/1732,12-04-14/1732,HU Hospital,Inactive
Suspicious Odor,14-1481,12-05-14/0012,12-05-14/0007,College Hall South,Inactive
Vehicle Accident,14-1482,12-05-14/1250,12-05-14/1158,Greene Stadium,Active
Sick Person,14-1483,12-05-14/1519,12-05-14/1517,Architecture & Planning,Inactive
Sick Transport,14-1484,12-05-14/1700,12-05-14/1622,C.B. Powell Building,Inactive
Unlawful Entry,14-1485,12-05-14/1744,12-05-14/1742,Plaza Towers,Active
Unlawful Entry,14-1486,12-05-14/1923,12-05-14/1919,Plaza Towers,Active
Loud Noise,14-1487,12-06-14/0220,12-06-14/0215,Off Campus,Inactive
Hazardous Water Leak,14-1488,12-06-14/0140,12-06-14/0101,Drew Hall,Inactive
Miscellaneous,14-1489,12-06-14/0144,12-06-14/0143,Burr Gymnasium,Inactive
Simple Assault,14-1490,12-06-14/1259,12-06-14/1230,College Hall South,Active
Miscellaneous,14-1491,12-06-14/1830,12-06-14/1812,College Hall South,Inactive
Burglary II,14-1492,12-06-14/2349,12-06-14/2215,Slowe Hall,Active
Simple Assault/Loud Noise,14-1493,12-07-14/0235,12-07-14/0210,13th & Hamilton St.NW,Inactive
Lost Property,14-1494,12-07-14/1738,12-07-14/1738,College Hall South,Inactive
Sick Person,14-1495,12-08-14/0246,12-08-14/0227,HU Hospital,Inactive
Sick Person,14-1496,12-08-14/0250,12-08-14/0234,HU Hospital,Inactive
Sick Person,14-1497,12-08-14/0619,12-08-14/0615,Off Campus,Inactive
Theft I,14-1498,12-08-14/0715,12-08-14/0704,Mudd Building,Active
Attempt Robbery,14-1499,12-08-14/0736,12-08-14/0736,"2301 Ga Ave, NW",Inactive
Miscellaneous,14-1500,12-08-14/1310,12-08-14/1310,Plaza Towers,Inactive
Threats,14-1501,12-09-14/0736,12-09-14/0732,Service Center,Inactive
Damaged Property,14-1502,12-09-14/0947,12-09-14/0945,Academic Support B,Inactive
Theft 1,14-1503,12-09-14/1445,12-09-14/1433,Fine Arts Building,Active
Miscellaneous,14-1504,12-09-14/1926,12-09-14/1926,Blackburn Center,Inactive
Sick Person,14-1505,12-09-14/2138,12-09-14/2138,College Hall North,Inactive
Fire Alarm Activation,14-1506,12-09-14/2216,12-09-14/2216,College Hall South,Inactive
Theft II,14-1507,12-10-14/1331,12-10-14/1315,Blackburn Center,Active
Lost Property,14-1508,12-10-14/1420,12-10-14/1420,Lower campus,Inactive
Theft II,14-1509,12-11-14/1014,12-11-14/1011,Engineering Buildingq,Active
Sick Person,14-1510,12-11-14/1201,12-11-14/1200,School Of Business,Inactive
Destruction of Property,14-1511,12-11-14/1631,12-11-14/16431,Blackburn Center,Active
Sick Person,14-1512,12-11-14/1855,12-11-14/1847,HU Hospital,Inactive
Lost Property,14-1513,12-11-14/2150,12-11-14/1650,HU Hospital,Inactive
Damaged Property,14-1514,12-12-14/0438,12-12-14/0438,Drew Hall,Inactive
Lost Property,14-1515,12-12-14/1048,12-12-14/1047,Engineering Building,Inactive
Found Property,14-1516,12-12-14/1059,12-12-14/1032,Howard PlazaTowers,Inactive
Theft from Auto,14-1517,12-12-14/1115,12-12-14/1111,Childers Lot,Active
Lost Property,14-1518,12-12-14/1351,12-12-14/1351,Upper  Campus,Inactive
Damaged Property,14-1519,12-12-14/1511,12-12-14/1511,Howard Center,Inactive
Theft I,14-1520,12-12-14/1551,12-12-14/1514,Howard PlazaTowers,Active
Lost Property,14-1521,12-12-14/1740,12-12-14/1730,Main Gate,Inactive
Theft I,14-1522,12-12-14/1845,12-12-14/1845,Fine Arts Building,Active
Hazardous Water Leak,14-1523,12-13-14/0423,12-13-14/0212,HURB-1,Inactive
Unlawful Entry,14-1524,12-13-14/0308,12-13-14/0308,Howard Plaza Towers,Active
Vehicle Accidents,14-1525,12-13-14/1100,12-13-14/1115,Business District,Active
Verbal Dispute,14-1526,12-14-14/0957,12-14-14/0956,Service Center,Active
Unlawful Entry,14-1527,12-14-14/1247,12-14-14/1247,Engineering Building,Active
Fire Alarm Activation,14-1528,12-14-14/2220,12-14-14/2218,East Campus,Inactive
Domestic Violence,14-1529,12-15-14/1347,12-15-14/1347,Miner Building,Active
Robbery Fear+A96,14-1530,12-16-14/1445,12-15-14/1920,Lower Campus,Active
Found Property,14-1531,12-17-14/1029,12-17-14/1035,Blackburn Center,Inactive
Damaged Property,14-1532,12-17-14/1143,12-17-14/1100,Johnson Parking Lot,Inactive
Found Property,14-1533,12-17-14/1440,12-17-14/1440,Service Center,Inactive
Hazardous Elevator,14-1534,12-17-14/1540,12-17-14/1540,Mudd Building,Inactive
NOREPORT,,12-18-14/,12-18-14/,,
Fire Alarm Activation,14-1535,12-19-14/1412,12-19-14/1412,Howard Manor,Inactive
No Report,,12-20-14/,12-20-14/,,
NO REPORT,,12-21-14/,12-21-14/,,
Theft from Auto,14-1536,12-22-14/0920,12-22-14/0920,South Banneker Lot,Active
No Report,,12-23-14/,12-23-14/,,
No Report,,12-24-14/,12-24-14/,,
No Report,,12-25-14/,12-25-14/,,
Miscellaneous,14-1537,12-26-14/1307,12-26-14/1307,Architecture & Planning,Inactive
No Report,,12-27-14/,12-27-14/,,
Hazardous Water Leak,14-1538,12-28-14/1116,12-28-14/1116,HU Service Center,Inactive
Theft from Auto,14-1539,12-29-14/0815,12-29-14/0700,10th & Florida Ave. NW,Active
Miscellaneous,14-1540,12-29-14/1620,12-29-14/1550,Howard Manor,Active
No Report,,12-30-14/,12-30-14/,,
Damaged Property,14-1541,12-31-14/1512,12-31-14/1512,Wonder Plaza Lot,Inactive
No Report,14-1542,12-31-14/,12-31-14/,,
Injured Person,14-1543,12-31-14/1549,12-31-14/2345,HUSC Garage,Active
Theft 2,14-1544,12-31-14/1721,12-31-14/1721,Bookstore,Active
