report_date,incident,incident_narrative,incident_number,date_occured,time_occured,general_location,disposition
"august 29, 2016",drug violation, drugs wererecovered from a residence.,16-001256,"august 29, 2016",2355,village a,referred to studentconduct
"august 30, 2016",alcohol violation, an underagestudent was found in possession ofan alcoholic beverage.,16-001259,"august 30, 2016",0004,village a,referred to studentconduct
"august 30, 2016",drug violation, drugs wererecovered from a residence.,16-001262,"august 30, 2016",0149,leavey centeresplande,referred to studentconduct
"august 30, 2016",alcohol violation, an underagestudent was in possession of anopen container of alcohol.,16-001272,"august 30, 2016",0050,village a,referred to studentconduct
"august 31, 2016",theft, a student reported the theftof an unattended iphone.,16-001277,"august 31, 2016",1450,icc,case pending investigation
"september 1, 2016",theft, a student reported the theftof an unattended cell phone from abookshelf in the listed building.,16-001286,"august 30, 2016",1800,old north,case pending investigation
"september 2, 2016",theft, a student reported the theftof an unattended bag.,16-001295,"september 2, 2016",1711,alumni square,case pending investigation
"september 2, 2016",theft, a student reported the theftof a purse.,16-001297,"september 2, 2016",1700,darnall hall,case pending investigation
"september 3, 2016",drug violation, drugs wererecovered from the listed location.,16-001303,"september 3, 2016",1022,alumni square,referred to studentconduct
"september 3, 2016",theft, a student reported the theftof a wallet.,16-001307,"september 3, 2016",2006,o'donovan hall,case pending investigation
"september 3, 2016",urinating in public, a studenturinated in public.,16-001312,"september 3, 2016",0058,wolfington hall,referred to studentconduct
"september 4, 2016",urinating in public, a studenturinated in public.,16-001313,"september 3, 2016",0058,wolfington hall,referred to studentconduct
"september 4, 2016",alcohol violation, an underagestudent was in possession of anopen container of alcohol.,16-001328,"september 4, 2016",2235,darnall hall,referred to studentconduct
"september 4, 2016",alcohol violation, an underagestudent was in possession of anopen container of alcohol.,16-001329,"september 4, 2016",2323,healy circle,referred to studentconduct
"september 4, 2016",alcohol violation, an underagestudent was in possession of anopen container of alcohol.,16-001330,"september 4, 2016",2335,library walk,referred to studentconduct
"september 4, 2016",alcohol violation, an underagestudent was in possession of anopen container of alcohol.,16-001331,"september 4, 2016",2339,library walk,referred to studentconduct
"september 5, 2016",simple assault, a student reportedan assault.,16-001334,"september 5, 2016",0025,village a,referred to studentconduct
"september 5, 2016",urinating in public, a studenturinated in public.,16-001335,"september 5, 2016",0045,37th & n st,referred to studentconduct
"september 5, 2016",urinating in public, two studentsurinated in public.,16-001340,"september 5, 2016",0025,lauinger library,referred to studentconduct
"september 5, 2016",theft, a student reported the theftof a bicycle.,16-001347,"september 5, 2016",1815,lxr,case pending investigation
"september 6, 2016",burglary, a burglary was reportedfrom the listed building.,16-001352,"september 6, 2016",1508,healy hall,case pending investigation
"september 7, 2016",burglary, a burglary was reportedfrom the listed building.,16-001355,"september 7, 2016",0200,new south hfsc,case pending investigation
"september 7, 2016",theft, a student reported the theftof a bicycle.,16-001359,"september 7, 2016",1500,regents hall,case pending investigation
"september 8, 2016",unlawful entry, officers madecontact with a suspicious male whorefused to cooperate with officerswho were checking on his welfareand was not affiliated with theuniversity.,16-001362,"september 8, 2016",0045,southwest quad,case closed with barring
"september 8, 2016",theft, a bicycle was reportedstolen from in front of the listedlocation.,13-001368,"september 7, 2016",1900,yates field house,case pending investigation
"september 10, 2016",theft, a ring was reported stolen.,16-001390,"september 9, 2016",2340,village a,case pending investigation
"september 10, 2016",theft, a student reported the theftof personal property.,16-001395,"september 10, 2016",0130,village a,case pending investigation
"september 11, 2016",theft, a student reported the theftof a camera.,16-001412,"september 11, 2016",1000,copley lawn,case pending investigation
"september 12, 2016",theft, a student reported the theftof clothing from a laundry room.,16-001416,"september 11, 2016",1400,mccarthy hall,case pending investigation
"september 12, 2016",theft, a student reported the theftof a bicycle.,16-001418,"september 11, 2016",2000,regents hall,case pending investigation
"september 14, 2016",theft, a student reported the theftof property.,16-001425,"september 14, 2016",1900,1411 37th st,case pending investigation
"september 14, 2016",drug violation, drugs wererecovered from the listed location.,16-001429,"september 14, 2016",2056,darnall hall,case pending investigation
"september 15, 2016",theft, a student reported the theftof property.,16-001438,"september 15, 2016",0900,yates field house,case pending investigation
"september 16, 2016",theft, a student reported the theftof unattended property.,16-001445,"september 16, 2016",1530,village c west,case pending investigation
"september 17, 2016",urinating in public, a studenturinated in public.,16-001448,"september 17, 2016",0021,1226 36th st,referred to studentconduct
"september 17, 2016",theft, a student reported the theftof property.,16-001453,"september 17, 2016",1100,lxr,case pending investigation
"september 17, 2016",theft, a staff member reported thetheft of university keys.,16-001456,"september 17, 2016",0600,healy hall,case pending investigation
"september 19, 2016",theft, a student reported the theftof a laptop.,16-001475,"september 19, 2016",1000,icc,case pending investigation
"september 19, 2016",burglary, a burglary was reportedfrom the listed building.,16-001476,"september 19, 2016",1020,mcdonoughgymnasium,mpd responded and ishandling the investigation
"september 19, 2016",theft, a staff member reported thetheft of a wallet.,16-001477,"september 19, 2016",1045,icc,case pending investigation
"september 20, 2016",theft, an unattended handbag wasreported stolen.,16-001488,"september 19, 2016",1500,icc,case pending investigation
"september 20, 2016",receiving stolen property, officersmade contact with a non-affiliatewho was in possession of stolenproperty.,16-001492,"september 20, 2016",1643,36th & o st,case closed with barring
"september 21, 2016",defacement of property, raciallyand religiously offensive grafittiwas discovered written on the wallof a bathroom stall.,16-001497,"september 21, 2016",1050,pre-clinicalscience,case pending investigation
"september 22, 2016",theft, a staff member reported thetheft of university equipment.,16-001509,"september 21, 2016",1230,mccarthy hall,case pending investigation
"september 22, 2016",unlawful entry, officers madecontact with a subject who hadpreviously been barred.,16-001510,"september 22, 2016",1614,car barn,case closed with arrest
"september 22, 2016",theft, a student reported the theftof us currency.,16-001511,"september 21, 2016",1230,freedom hall,case pending investigation
"september 23, 2016",stolen auto, a student reported thetheft of a motor scooter.,16-001515,"september 23, 2016",0010,copley hall,case pending investigation
"september 23, 2016",theft, a student reported the theftof a backpack.,16-001519,"september 23, 2016",1245,o'donovan hall,case pending investigation
"september 23, 2016",burglary, a burglary was reportedfrom a residence.,16-001521,"september 23, 2016",1850,village c west,case pending investigation
"september 24, 2016",alcohol violation, underagestudents were in possession ofalcoholic beverages.,16-001535,"september 24, 2016",2207,darnall hall,referred to studentconduct
"september 24, 2016",drug violation/alcohol violation,drugs and open containers ofalcohol were recovered fromunderage students at the listedlocation.,16-001536,"september 24, 2016",2237,village c west,referred to studentconduct
"september 26, 2016",theft, a student reported the theftof a bicycle.,16-001549,"september 26, 2016",1330,lxr,case pending investigation
"september 27, 2016",receiving stolen property/drugviolation, a non-affiliate was inpossession of a stolen bike anddrugs.,16-001556,"september 27, 2016",2330,dalghren library,case closed with arrest
"september 28, 2016",drug violation, drugs wererecovered from an apartment in thelisted location.,16-001563,"september 28, 2016",1807,henle village,referred to studentconduct
"september 29, 2016",drug violation, drugs wererecovered from an apartment in thelisted location.,16-001567,"september 29, 2016",0004,alumni square,referred to studentconduct
"september 29, 2016",theft, a student reported the theftof a bicycle.,16-001571,"september 26, 2016",1500,arrupe hall,case pending investigation
"september 29, 2016",harassment, a student reportedreceiving harassing text messages.,16-001573,"september 29, 2016",2130,mccarthy hall,referred to studentconduct
"september 30, 2016",theft, a theft was reported from thelisted building.,16-001578,"september 30, 2016",1415,old north,case pending investigation
"september 30, 2016",theft, a student reported the theftof a bicycle.,16-001579,"september 28, 2016",1730,o'donovan hall,case pending investigation
"september 30, 2016",drug violation, drugs wererecovered from a student and a nonaffiliate at the listed location.,16-001583,"september 30, 2016",2347,village a,case closed withbarring/referred to studentconduct
"october 2, 2016",theft, a student reported the theftof a bicycle.,16-001600,"october 2, 2016",1146,red square,case pending investigation
"october 2, 2016",drug violation, drugs wererecovered from a residence.,16-001603,"october 2, 2016",2321,henle village,referred to studentconduct
"october 3, 2016",theft, thefts of parking passeswere reported.,16-001608,"october 3, 2016",1654,o'donovan hall,case pending investigation
